date,season,away_team,home_team,away_pts,home_pts,home_win,open_spread,close_spread,open_total,close_total,away_ml,home_ml,away_ml_prob,home_ml_prob,overround,home_fair_prob
2012-04-13,2012,Charlotte,Miami,82,105,1,16.0,16.5,193.5,193.5,2750,-6000,0.0351,0.9836,1.0187,0.9655
2012-04-13,2012,Phoenix,Houston,112,105,0,4.0,4.0,199.0,200.0,155,-175,0.3922,0.6364,1.0286,0.6187
2012-04-13,2012,Sacramento,OklahomaCity,89,115,1,14.0,13.5,213.5,213.0,1075,-1600,0.0851,0.9412,1.0263,0.9171
2012-04-13,2012,Milwaukee,Detroit,113,97,0,201.0,203.0,4.5,5.0,-210,175,0.6774,0.3636,1.041,0.3493
2012-04-13,2012,Utah,NewOrleans,85,96,1,192.5,191.0,4.5,4.0,-175,155,0.6364,0.3922,1.0286,0.3813
2012-04-13,2012,Dallas,Portland,97,94,0,191.0,193.0,2.0,4.5,-180,160,0.6429,0.3846,1.0275,0.3743
2012-04-13,2012,Denver,LALakers,97,103,1,4.0,3.5,201.0,201.0,150,-170,0.4,0.6296,1.0296,0.6115
2012-04-14,2012,GoldenState,LAClippers,104,112,1,10.0,13.0,196.0,195.0,650,-900,0.1333,0.9,1.0333,0.871
2012-04-14,2012,Cleveland,Washington,98,89,0,4.0,5.5,196.5,198.5,190,-230,0.3448,0.697,1.0418,0.669
2012-04-14,2012,Boston,NewJersey,94,82,0,184.5,184.0,7.0,7.0,-320,260,0.7619,0.2778,1.0397,0.2672
2012-04-14,2012,Utah,Memphis,98,103,1,8.0,9.5,192.0,191.0,400,-500,0.2,0.8333,1.0333,0.8064
2012-04-14,2012,OklahomaCity,Minnesota,115,110,0,204.5,201.5,10.5,11.5,-900,650,0.9,0.1333,1.0333,0.129
2012-04-14,2012,Indiana,Milwaukee,105,99,0,3.5,3.0,206.5,206.0,130,-150,0.4348,0.6,1.0348,0.5798
2012-04-14,2012,Phoenix,SanAntonio,91,105,1,8.5,9.0,208.5,208.5,330,-420,0.2326,0.8077,1.0403,0.7764
2012-04-15,2012,Miami,NewYork,93,85,0,190.5,189.0,3.0,3.0,-150,130,0.6,0.4348,1.0348,0.4202
2012-04-15,2012,Dallas,LALakers,108,112,1,2.0,2.0,190.5,188.5,110,-130,0.4762,0.5652,1.0414,0.5427
2012-04-15,2012,Toronto,Atlanta,102,86,0,8.5,10.0,184.5,183.0,450,-600,0.1818,0.8571,1.0389,0.825
2012-04-15,2012,Chicago,Detroit,100,94,0,184.0,184.5,8.0,9.5,-575,435,0.8519,0.1869,1.0388,0.1799
2012-04-15,2012,Orlando,Cleveland,100,84,0,190.5,190.5,5.5,6.5,-270,230,0.7297,0.303,1.0327,0.2934
2012-04-15,2012,Boston,Charlotte,94,82,0,183.5,180.0,8.5,6.5,-280,240,0.7368,0.2941,1.0309,0.2853
2012-04-15,2012,Portland,Sacramento,103,104,1,2.5,3.0,207.5,210.0,125,-145,0.4444,0.5918,1.0362,0.5711
2012-04-15,2012,Memphis,NewOrleans,75,88,1,182.0,182.0,4.0,5.0,-200,170,0.6667,0.3704,1.0371,0.3571
2012-04-15,2012,Houston,Denver,86,101,1,4.5,3.5,207.5,208.5,135,-155,0.4255,0.6078,1.0333,0.5882
2012-04-16,2012,NewOrleans,Charlotte,75,67,0,185.0,185.0,4.5,6.5,-270,230,0.7297,0.303,1.0327,0.2934
2012-04-16,2012,Minnesota,Indiana,88,111,1,10.0,11.0,198.5,199.5,550,-750,0.1538,0.8824,1.0362,0.8516
2012-04-16,2012,Philadelphia,Orlando,100,113,1,181.0,181.5,2.5,6.5,-270,230,0.7297,0.303,1.0327,0.2934
2012-04-16,2012,Atlanta,Toronto,109,87,0,182.5,182.0,4.5,6.0,-240,200,0.7059,0.3333,1.0392,0.3207
2012-04-16,2012,Miami,NewJersey,101,98,0,192.0,192.5,8.5,8.5,-500,400,0.8333,0.2,1.0333,0.1936
2012-04-16,2012,Washington,Chicago,87,84,0,13.5,11.5,189.5,187.5,675,-950,0.129,0.9048,1.0338,0.8752
2012-04-16,2012,Denver,Houston,105,102,0,4.0,4.5,208.5,207.0,160,-180,0.3846,0.6429,1.0275,0.6257
2012-04-16,2012,Portland,Phoenix,107,125,1,9.0,11.0,200.0,201.0,600,-800,0.1429,0.8889,1.0318,0.8615
2012-04-16,2012,Dallas,Utah,121,123,1,3.5,3.5,192.5,193.5,150,-170,0.4,0.6296,1.0296,0.6115
2012-04-16,2012,SanAntonio,GoldenState,120,99,0,209.5,208.0,10.5,10.0,-600,450,0.8571,0.1818,1.0389,0.175
2012-04-16,2012,OklahomaCity,LAClippers,77,92,1,198.0,199.0,2.5,3.0,-155,135,0.6078,0.4255,1.0333,0.4118
2012-04-17,2012,Indiana,Philadelphia,102,97,0,3.5,3.5,184.5,184.5,135,-155,0.4255,0.6078,1.0333,0.5882
2012-04-17,2012,Cleveland,Detroit,77,116,1,6.5,7.0,189.5,192.5,260,-320,0.2778,0.7619,1.0397,0.7328
2012-04-17,2012,Memphis,Minnesota,91,84,0,194.0,192.5,7.0,9.5,-490,390,0.8305,0.2041,1.0346,0.1973
2012-04-17,2012,Boston,NewYork,110,118,1,3.0,3.5,182.0,183.0,135,-155,0.4255,0.6078,1.0333,0.5882
2012-04-17,2012,SanAntonio,LALakers,112,91,0,200.0,198.0,3.0,3.0,-145,125,0.5918,0.4444,1.0362,0.4289
2012-04-18,2012,Chicago,Charlotte,100,68,0,180.0,179.0,12.0,13.0,-450,385,0.8182,0.2062,1.0244,0.2013
2012-04-18,2012,Milwaukee,Washington,112,121,1,204.5,205.0,8.5,8.0,-420,330,0.8077,0.2326,1.0403,0.2236
2012-04-18,2012,Philadelphia,Cleveland,103,87,0,184.5,185.0,7.5,9.0,-480,380,0.8276,0.2083,1.0359,0.2011
2012-04-18,2012,Detroit,Atlanta,84,116,1,10.0,9.5,189.0,190.5,410,-520,0.1961,0.8387,1.0348,0.8105
2012-04-18,2012,NewYork,NewJersey,104,95,0,192.0,193.0,7.5,8.0,-400,320,0.8,0.2381,1.0381,0.2294
2012-04-18,2012,Toronto,Miami,72,96,1,11.5,9.5,188.5,187.0,450,-600,0.1818,0.8571,1.0389,0.825
2012-04-18,2012,NewOrleans,Memphis,91,103,1,8.5,9.5,181.0,180.0,425,-550,0.1905,0.8462,1.0367,0.8162
2012-04-18,2012,Orlando,Boston,98,102,1,4.5,4.5,179.0,178.0,170,-200,0.3704,0.6667,1.0371,0.6429
2012-04-18,2012,Houston,Dallas,110,117,1,5.0,4.5,192.0,191.5,170,-200,0.3704,0.6667,1.0371,0.6429
2012-04-18,2012,LAClippers,Denver,104,98,0,2.5,3.0,202.0,201.5,135,-155,0.4255,0.6078,1.0333,0.5882
2012-04-18,2012,OklahomaCity,Phoenix,109,97,0,207.0,208.5,3.5,4.0,-175,155,0.6364,0.3922,1.0286,0.3813
2012-04-18,2012,SanAntonio,Sacramento,127,102,0,213.0,215.5,3.0,5.0,-210,175,0.6774,0.3636,1.041,0.3493
2012-04-18,2012,Utah,Portland,112,91,0,198.0,198.5,3.5,5.0,-210,175,0.6774,0.3636,1.041,0.3493
2012-04-18,2012,LALakers,GoldenState,99,87,0,205.0,203.5,6.5,7.0,-310,255,0.7561,0.2817,1.0378,0.2714
2012-04-19,2012,Milwaukee,Indiana,109,118,1,5.0,6.0,205.0,207.0,200,-240,0.3333,0.7059,1.0392,0.6793
2012-04-19,2012,Minnesota,Detroit,91,80,0,5.5,5.0,196.0,197.5,175,-210,0.3636,0.6774,1.041,0.6507
2012-04-19,2012,Houston,NewOrleans,99,105,1,198.5,187.5,3.0,5.5,-250,210,0.7143,0.3226,1.0369,0.3111
2012-04-19,2012,Chicago,Miami,72,83,1,5.0,6.5,183.0,183.5,240,-280,0.2941,0.7368,1.0309,0.7147
2012-04-19,2012,LAClippers,Phoenix,90,93,1,2.0,2.0,198.5,197.0,110,-130,0.4762,0.5652,1.0414,0.5427
2012-04-20,2012,Memphis,Charlotte,85,80,0,182.0,182.5,12.0,14.0,-2200,1300,0.9565,0.0714,1.0279,0.0695
2012-04-20,2012,Boston,Atlanta,92,97,1,6.5,10.5,180.0,180.0,475,-650,0.1739,0.8667,1.0406,0.8329
2012-04-20,2012,NewYork,Cleveland,90,98,1,195.0,195.0,8.5,10.0,-650,475,0.8667,0.1739,1.0406,0.1671
2012-04-20,2012,GoldenState,Dallas,94,104,1,12.0,13.0,200.5,201.0,685,-975,0.1274,0.907,1.0344,0.8768
2012-04-20,2012,LALakers,SanAntonio,97,121,1,6.0,6.5,202.5,203.5,220,-260,0.3125,0.7222,1.0347,0.698
2012-04-20,2012,OklahomaCity,Sacramento,103,92,0,213.0,213.5,9.5,10.0,-620,460,0.8611,0.1786,1.0397,0.1718
2012-04-21,2012,Denver,Phoenix,118,107,0,4.5,4.0,210.5,210.5,160,-180,0.3846,0.6429,1.0275,0.6257
2012-04-21,2012,Philadelphia,Indiana,109,106,0,5.0,4.5,188.0,189.5,165,-190,0.3774,0.6552,1.0326,0.6345
2012-04-21,2012,Washington,Miami,86,84,0,5.0,10.0,160.0,193.0,450,-600,0.1818,0.8571,1.0389,0.825
2012-04-21,2012,Dallas,Chicago,83,93,1,5.0,8.0,160.0,182.5,310,-380,0.2439,0.7917,1.0356,0.7645
2012-04-21,2012,Portland,Memphis,89,93,1,5.0,12.0,160.0,191.5,816,-1100,0.1092,0.9167,1.0259,0.8936
2012-04-21,2012,GoldenState,Houston,96,99,1,12.5,13.0,203.5,204.0,1750,-3400,0.0541,0.9714,1.0255,0.9472
2012-04-21,2012,NewJersey,Milwaukee,95,106,1,5.0,9.5,160.0,209.0,425,-550,0.1905,0.8462,1.0367,0.8162
2012-04-21,2012,Orlando,Utah,107,117,1,9.0,9.0,191.5,194.5,400,-500,0.2,0.8333,1.0333,0.8064
2012-04-22,2012,NewYork,Atlanta,113,112,0,3.5,2.5,191.0,191.0,125,-145,0.4444,0.5918,1.0362,0.5711
2012-04-22,2012,OklahomaCity,LALakers,106,114,1,200.0,198.5,1.0,1.0,-115,-105,0.5349,0.5122,1.0471,0.4892
2012-04-22,2012,Sacramento,Charlotte,114,88,0,197.0,196.5,5.0,4.5,-180,160,0.6429,0.3846,1.0275,0.3743
2012-04-22,2012,Toronto,Detroit,73,76,1,5.0,4.0,186.0,187.0,165,-190,0.3774,0.6552,1.0326,0.6345
2012-04-22,2012,Houston,Miami,88,97,1,6.5,5.0,191.0,191.0,175,-215,0.3636,0.6825,1.0461,0.6524
2012-04-22,2012,Cleveland,SanAntonio,98,114,1,14.5,15.5,203.5,205.5,1520,-3320,0.0617,0.9708,1.0325,0.9402
2012-04-22,2012,GoldenState,Minnesota,93,88,0,,9.0,205.5,205.0,375,-475,0.2105,0.8261,1.0366,0.7969
2012-04-22,2012,Orlando,Denver,74,101,1,9.0,11.0,202.5,205.0,505,-730,0.1653,0.8795,1.0448,0.8418
2012-04-22,2012,NewOrleans,LAClippers,98,107,1,10.0,10.5,183.5,182.5,480,-680,0.1724,0.8718,1.0442,0.8349
2012-04-23,2012,Detroit,Indiana,97,103,1,7.0,7.5,190.0,190.5,260,-320,0.2778,0.7619,1.0397,0.7328
2012-04-23,2012,Charlotte,Washington,73,101,1,9.0,10.5,190.5,190.0,475,-650,0.1739,0.8667,1.0406,0.8329
2012-04-23,2012,Philadelphia,NewJersey,105,87,0,187.5,186.5,9.0,9.5,-500,400,0.8333,0.2,1.0333,0.1936
2012-04-23,2012,Cleveland,Memphis,101,109,1,13.0,12.5,191.0,190.5,933,-1308,0.0968,0.929,1.0258,0.9056
2012-04-23,2012,Toronto,Milwaukee,86,92,1,10.0,9.5,200.0,200.0,425,-550,0.1905,0.8462,1.0367,0.8162
2012-04-23,2012,Portland,SanAntonio,89,124,1,13.5,15.0,208.0,207.5,1800,-2700,0.0526,0.9643,1.0169,0.9483
2012-04-24,2012,LAClippers,Atlanta,102,109,1,1.0,193.5,192.5,1.0,110,-130,0.4762,0.5652,1.0414,0.5427
2012-04-24,2012,Sacramento,OklahomaCity,110,118,1,8.5,10.5,210.0,211.0,475,-650,0.1739,0.8667,1.0406,0.8329
2012-04-24,2012,Miami,Boston,66,78,1,6.0,7.0,182.0,181.5,245,-290,0.2899,0.7436,1.0335,0.7195
2012-04-24,2012,Phoenix,Utah,88,100,1,5.0,4.5,160.0,204.5,175,-210,0.3636,0.6774,1.041,0.6507
2012-04-24,2012,NewOrleans,GoldenState,83,81,0,192.0,193.0,1.5,2.5,-140,120,0.5833,0.4545,1.0378,0.4379
2012-04-25,2012,Chicago,Indiana,92,87,0,189.0,187.5,2.5,3.0,-145,125,0.5918,0.4444,1.0362,0.4289
2012-04-25,2012,Washington,Cleveland,96,85,0,2.0,195.0,196.0,2.5,-145,125,0.5918,0.4444,1.0362,0.4289
2012-04-25,2012,Charlotte,Orlando,95,102,1,13.5,14.5,186.0,185.5,1200,-2000,0.0769,0.9524,1.0293,0.9253
2012-04-25,2012,Denver,OklahomaCity,106,101,0,2.5,210.5,212.0,2.0,-130,110,0.5652,0.4762,1.0414,0.4573
2012-04-25,2012,LAClippers,NewYork,93,99,1,2.5,5.0,193.0,190.5,180,-220,0.3571,0.6875,1.0446,0.6581
2012-04-25,2012,Philadelphia,Milwaukee,90,85,0,6.5,7.5,197.0,194.5,300,-360,0.25,0.7826,1.0326,0.7579
2012-04-25,2012,SanAntonio,Phoenix,110,106,0,4.0,3.0,203.0,207.0,130,-150,0.4348,0.6,1.0348,0.5798
2012-04-26,2012,Dallas,Atlanta,89,106,1,4.5,5.0,194.5,194.0,190,-230,0.3448,0.697,1.0418,0.669
2012-04-26,2012,Cleveland,Chicago,75,107,1,12.5,14.0,186.5,183.0,1750,-3700,0.0541,0.9737,1.0278,0.9474
2012-04-26,2012,NewOrleans,Houston,77,84,1,6.0,5.5,186.5,189.0,190,-230,0.3448,0.697,1.0418,0.669
2012-04-26,2012,Philadelphia,Detroit,86,108,1,7.5,8.0,183.5,181.5,350,-450,0.2222,0.8182,1.0404,0.7864
2012-04-26,2012,Orlando,Memphis,76,88,1,14.0,15.5,186.0,186.0,1900,-4000,0.05,0.9756,1.0256,0.9512
2012-04-26,2012,NewYork,Charlotte,104,84,0,189.0,191.5,4.0,5.5,-220,180,0.6875,0.3571,1.0446,0.3419
2012-04-26,2012,Miami,Washington,70,104,1,5.5,7.5,186.0,182.5,260,-320,0.2778,0.7619,1.0397,0.7328
2012-04-26,2012,Milwaukee,Boston,74,87,1,9.0,9.5,192.0,189.5,400,-500,0.2,0.8333,1.0333,0.8064
2012-04-26,2012,NewJersey,Toronto,67,98,1,6.0,7.0,185.0,183.0,260,-320,0.2778,0.7619,1.0397,0.7328
2012-04-26,2012,Denver,Minnesota,131,102,0,209.0,208.0,6.5,8.0,-360,300,0.7826,0.25,1.0326,0.2421
2012-04-26,2012,Portland,Utah,94,96,1,6.0,7.5,197.0,198.0,270,-330,0.2703,0.7674,1.0377,0.7395
2012-04-26,2012,LALakers,Sacramento,96,113,1,3.5,7.0,203.0,204.5,245,-290,0.2899,0.7436,1.0335,0.7195
2012-04-26,2012,SanAntonio,GoldenState,107,101,0,207.0,207.5,5.0,6.0,-250,210,0.7143,0.3226,1.0369,0.3111
2012-04-28,2012,Philadelphia,Chicago,91,103,1,9.5,8.5,175.5,175.5,450,-600,0.1818,0.8571,1.0389,0.825
2012-04-28,2012,NewYork,Miami,67,100,1,8.0,9.0,187.0,188.0,450,-600,0.1818,0.8571,1.0389,0.825
2012-04-28,2012,Orlando,Indiana,81,77,0,8.0,9.5,191.0,193.0,475,-650,0.1739,0.8667,1.0406,0.8329
2012-04-28,2012,Dallas,OklahomaCity,98,99,1,7.5,8.0,194.0,192.5,335,-430,0.2299,0.8113,1.0412,0.7792
2012-04-29,2012,Utah,SanAntonio,91,106,1,9.0,11.5,207.0,205.5,675,-950,0.129,0.9048,1.0338,0.8752
2012-04-29,2012,Denver,LALakers,88,103,1,8.0,5.0,202.5,203.5,180,-220,0.3571,0.6875,1.0446,0.6581
2012-04-29,2012,Boston,Atlanta,74,83,1,1.0,1.0,180.0,179.5,100,-110,0.5,0.5238,1.0238,0.5116
2012-04-29,2012,LAClippers,Memphis,99,98,0,4.0,4.5,185.0,184.0,170,-200,0.3704,0.6667,1.0371,0.6429
2012-04-30,2012,NewYork,Miami,94,104,1,9.5,10.0,185.0,186.0,500,-700,0.1667,0.875,1.0417,0.84
2012-04-30,2012,Orlando,Indiana,78,93,1,8.5,9.5,187.5,187.5,450,-600,0.1818,0.8571,1.0389,0.825
2012-04-30,2012,Dallas,OklahomaCity,99,102,1,6.5,6.5,196.0,193.0,240,-280,0.2941,0.7368,1.0309,0.7147
2012-05-01,2012,Boston,Atlanta,87,80,0,3.5,4.5,174.0,173.0,175,-210,0.3636,0.6774,1.041,0.6507
2012-05-01,2012,Philadelphia,Chicago,109,92,0,5.5,6.5,176.0,176.0,245,-290,0.2899,0.7436,1.0335,0.7195
2012-05-01,2012,Denver,LALakers,100,104,1,5.0,6.0,199.5,203.0,230,-270,0.303,0.7297,1.0327,0.7066
2012-05-02,2012,Utah,SanAntonio,83,114,1,11.0,11.0,204.5,203.0,770,-1010,0.1149,0.9099,1.0248,0.8879
2012-05-02,2012,Indiana,Orlando,97,74,0,183.0,184.0,3.5,3.5,-160,140,0.6154,0.4167,1.0321,0.4037
2012-05-02,2012,LAClippers,Memphis,98,105,1,5.0,7.0,186.5,185.0,250,-300,0.2857,0.75,1.0357,0.7241
2012-05-03,2012,Miami,NewYork,87,70,0,186.5,186.5,5.0,5.5,-250,210,0.7143,0.3226,1.0369,0.3111
2012-05-03,2012,OklahomaCity,Dallas,95,79,0,2.0,3.0,196.0,193.5,140,-160,0.4167,0.6154,1.0321,0.5963
2012-05-04,2012,Atlanta,Boston,84,90,1,7.5,8.0,174.5,174.0,350,-450,0.2222,0.8182,1.0404,0.7864
2012-05-04,2012,Chicago,Philadelphia,74,79,1,1.5,177.0,178.5,1.0,105,-125,0.4878,0.5556,1.0434,0.5325
2012-05-04,2012,LALakers,Denver,84,99,1,4.0,3.5,204.0,205.5,145,-165,0.4082,0.6226,1.0308,0.604
2012-05-05,2012,Indiana,Orlando,101,99,0,181.5,180.0,4.5,5.0,-210,175,0.6774,0.3636,1.041,0.3493
2012-05-05,2012,Memphis,LAClippers,86,87,1,3.0,3.0,187.0,184.5,135,-155,0.4255,0.6078,1.0333,0.5882
2012-05-05,2012,OklahomaCity,Dallas,103,97,0,1.0,194.0,192.5,2.0,-130,110,0.5652,0.4762,1.0414,0.4573
2012-05-05,2012,SanAntonio,Utah,102,90,0,202.0,200.5,5.5,5.5,-250,210,0.7143,0.3226,1.0369,0.3111
2012-05-06,2012,Chicago,Philadelphia,82,89,1,2.5,3.0,174.0,172.0,145,-165,0.4082,0.6226,1.0308,0.604
2012-05-06,2012,Miami,NewYork,87,89,1,183.0,184.0,8.0,8.0,-380,310,0.7917,0.2439,1.0356,0.2355
2012-05-06,2012,Atlanta,Boston,79,101,1,5.0,6.0,172.0,172.0,240,-280,0.2941,0.7368,1.0309,0.7147
2012-05-06,2012,LALakers,Denver,92,88,0,2.0,2.0,201.0,202.0,110,-130,0.4762,0.5652,1.0414,0.5427
2012-05-07,2012,SanAntonio,Utah,87,81,0,198.5,199.5,8.0,8.0,-370,305,0.7872,0.2469,1.0341,0.2388
2012-05-07,2012,Memphis,LAClippers,97,101,1,2.0,2.0,182.5,183.5,105,-125,0.4878,0.5556,1.0434,0.5325
2012-05-08,2012,Orlando,Indiana,87,105,1,10.0,10.0,179.0,179.0,550,-750,0.1538,0.8824,1.0362,0.8516
2012-05-08,2012,Boston,Atlanta,86,87,1,1.5,1.5,174.0,175.5,110,-130,0.4762,0.5652,1.0414,0.5427
2012-05-08,2012,Philadelphia,Chicago,69,77,1,4.5,5.0,171.5,173.0,175,-210,0.3636,0.6774,1.041,0.6507
2012-05-08,2012,Denver,LALakers,102,99,0,6.0,6.0,199.5,196.0,260,-320,0.2778,0.7619,1.0397,0.7328
2012-05-09,2012,NewYork,Miami,94,106,1,11.0,12.0,183.5,183.0,1125,-1650,0.0816,0.9429,1.0245,0.9204
2012-05-09,2012,LAClippers,Memphis,80,92,1,6.0,6.5,183.5,183.0,250,-300,0.2857,0.75,1.0357,0.7241
2012-05-10,2012,Chicago,Philadelphia,78,79,1,3.5,3.5,170.0,170.0,145,-165,0.4082,0.6226,1.0308,0.604
2012-05-10,2012,Atlanta,Boston,80,83,1,6.0,6.5,175.0,173.5,305,-370,0.2469,0.7872,1.0341,0.7612
2012-05-10,2012,LALakers,Denver,96,113,1,1.5,2.5,199.0,196.0,130,-150,0.4348,0.6,1.0348,0.5798
2012-05-11,2012,Memphis,LAClippers,90,88,0,180.5,178.5,,2.5,-140,120,0.5833,0.4545,1.0378,0.4379
2012-05-12,2012,Denver,LALakers,87,96,1,6.0,5.5,170.5,171.5,230,-270,0.303,0.7297,1.0327,0.7066
2012-05-12,2012,Philadelphia,Boston,91,92,1,6.0,5.5,198.5,193.5,245,-290,0.2899,0.7436,1.0335,0.7195
2012-05-13,2012,LAClippers,Memphis,82,72,0,8.5,8.5,189.5,187.0,400,-500,0.2,0.8333,1.0333,0.8064
2012-05-13,2012,Indiana,Miami,86,95,1,7.0,7.5,178.5,177.0,320,-400,0.2381,0.8,1.0381,0.7706
2012-05-14,2012,LALakers,OklahomaCity,90,119,1,6.0,8.0,193.0,193.0,315,-390,0.241,0.7959,1.0369,0.7676
2012-05-14,2012,Philadelphia,Boston,82,81,0,5.0,4.5,174.0,175.0,175,-210,0.3636,0.6774,1.041,0.6507
2012-05-15,2012,LAClippers,SanAntonio,92,108,1,11.0,11.5,191.5,192.5,704,-900,0.1244,0.9,1.0244,0.8786
2012-05-15,2012,Indiana,Miami,78,75,0,7.5,6.5,185.5,187.0,260,-320,0.2778,0.7619,1.0397,0.7328
2012-05-16,2012,Boston,Philadelphia,107,91,0,2.5,2.0,172.5,171.5,110,-130,0.4762,0.5652,1.0414,0.5427
2012-05-16,2012,LALakers,OklahomaCity,75,77,1,7.5,8.0,195.5,196.0,330,-420,0.2326,0.8077,1.0403,0.7764
2012-05-17,2012,Miami,Indiana,75,94,1,1.0,180.5,182.0,2.5,-140,120,0.5833,0.4545,1.0378,0.4379
2012-05-17,2012,LAClippers,SanAntonio,88,105,1,11.5,10.5,194.0,195.0,600,-800,0.1429,0.8889,1.0318,0.8615
2012-05-18,2012,Boston,Philadelphia,83,92,1,2.0,2.0,172.5,174.0,110,-130,0.4762,0.5652,1.0414,0.5427
2012-05-18,2012,OklahomaCity,LALakers,96,99,1,2.5,3.0,194.0,189.0,130,-150,0.4348,0.6,1.0348,0.5798
2012-05-19,2012,SanAntonio,LAClippers,96,86,0,193.0,192.5,5.0,5.0,-220,180,0.6875,0.3571,1.0446,0.3419
2012-05-19,2012,OklahomaCity,LALakers,103,100,0,2.5,189.0,191.0,2.0,-135,115,0.5745,0.4651,1.0396,0.4474
2012-05-20,2012,Miami,Indiana,101,93,0,1.0,179.5,179.0,2.0,-130,110,0.5652,0.4762,1.0414,0.4573
2012-05-20,2012,SanAntonio,LAClippers,102,99,0,194.0,193.0,5.0,7.5,-350,290,0.7778,0.2564,1.0342,0.2479
2012-05-21,2012,Philadelphia,Boston,85,101,1,5.5,5.5,174.0,173.0,210,-250,0.3226,0.7143,1.0369,0.6889
2012-05-21,2012,LALakers,OklahomaCity,90,106,1,7.5,7.5,191.5,191.0,290,-350,0.2564,0.7778,1.0342,0.7521
2012-05-22,2012,Indiana,Miami,83,115,1,6.5,7.0,180.5,180.0,290,-370,0.2564,0.7872,1.0436,0.7543
2012-05-23,2012,Boston,Philadelphia,75,82,1,1.5,,174.0,175.5,100,-120,0.5,0.5455,1.0455,0.5218
2012-05-24,2012,Miami,Indiana,105,93,0,182.0,181.0,3.0,2.5,-140,120,0.5833,0.4545,1.0378,0.4379
2012-05-26,2012,Philadelphia,Boston,75,85,1,5.5,5.5,171.5,171.0,260,-310,0.2778,0.7561,1.0339,0.7313
2012-05-27,2012,OklahomaCity,SanAntonio,98,101,1,5.0,5.5,201.0,204.0,200,-240,0.3333,0.7059,1.0392,0.6793
2012-05-28,2012,Boston,Miami,79,93,1,7.5,8.5,177.5,179.0,380,-480,0.2083,0.8276,1.0359,0.7989
2012-05-29,2012,OklahomaCity,SanAntonio,111,120,1,4.5,4.5,202.0,203.0,170,-200,0.3704,0.6667,1.0371,0.6429
2012-05-30,2012,Boston,Miami,111,115,1,7.5,7.5,177.5,178.5,325,-410,0.2353,0.8039,1.0392,0.7736
2012-05-31,2012,SanAntonio,OklahomaCity,82,102,1,3.0,4.5,206.5,206.5,165,-190,0.3774,0.6552,1.0326,0.6345
2012-06-01,2012,Miami,Boston,91,101,1,1.5,2.5,179.0,178.0,120,-140,0.4545,0.5833,1.0378,0.5621
2012-06-02,2012,SanAntonio,OklahomaCity,103,109,1,4.0,3.5,202.5,202.0,160,-180,0.3846,0.6429,1.0275,0.6257
2012-06-03,2012,Miami,Boston,91,93,1,1.5,180.0,182.0,2.0,-130,110,0.5652,0.4762,1.0414,0.4573
2012-06-04,2012,OklahomaCity,SanAntonio,108,103,0,4.5,5.0,203.5,201.5,175,-210,0.3636,0.6774,1.041,0.6507
2012-06-05,2012,Boston,Miami,94,90,0,8.0,7.5,180.0,180.0,330,-420,0.2326,0.8077,1.0403,0.7764
2012-06-06,2012,SanAntonio,OklahomaCity,99,107,1,3.5,5.0,201.5,204.0,180,-220,0.3571,0.6875,1.0446,0.6581
2012-06-07,2012,Miami,Boston,98,79,0,179.5,180.5,1.5,2.0,-130,110,0.5652,0.4762,1.0414,0.4573
2012-06-09,2012,Boston,Miami,88,101,1,7.5,8.0,180.0,179.0,340,-440,0.2273,0.8148,1.0421,0.7819
2012-06-12,2012,Miami,OklahomaCity,94,105,1,4.5,5.0,192.0,195.5,190,-230,0.3448,0.697,1.0418,0.669
2012-06-14,2012,Miami,OklahomaCity,100,96,0,4.5,5.0,195.0,196.0,180,-220,0.3571,0.6875,1.0446,0.6581
2012-06-17,2012,OklahomaCity,Miami,85,91,1,5.0,4.5,195.0,193.5,165,-190,0.3774,0.6552,1.0326,0.6345
2012-06-19,2012,OklahomaCity,Miami,98,104,1,3.5,3.0,192.0,193.0,120,-140,0.4545,0.5833,1.0378,0.5621
2012-06-21,2012,OklahomaCity,Miami,106,121,1,3.5,3.5,193.0,194.5,140,-160,0.4167,0.6154,1.0321,0.5963
2012-10-30,2013,Washington,Cleveland,84,94,1,5.5,6.0,191.0,190.5,210,-250,0.3226,0.7143,1.0369,0.6889
2012-10-30,2013,Boston,Miami,107,120,1,8.0,6.5,184.0,187.5,240,-280,0.2941,0.7368,1.0309,0.7147
2012-10-30,2013,Dallas,LALakers,99,91,0,8.5,8.5,187.0,186.5,400,-500,0.2,0.8333,1.0333,0.8064
2012-10-31,2013,Indiana,Toronto,90,88,0,188.5,190.0,3.5,1.0,-120,100,0.5455,0.5,1.0455,0.4782
2012-10-31,2013,Denver,Philadelphia,75,84,1,2.0,197.5,201.0,2.0,-130,110,0.5652,0.4762,1.0414,0.4573
2012-10-31,2013,Houston,Detroit,105,96,0,3.0,2.5,188.0,194.0,115,-135,0.4651,0.5745,1.0396,0.5526
2012-10-31,2013,SanAntonio,NewOrleans,99,95,0,189.0,186.5,6.0,7.0,-305,255,0.7531,0.2817,1.0348,0.2722
2012-10-31,2013,Sacramento,Chicago,87,93,1,7.5,6.5,189.0,191.0,235,-275,0.2985,0.7333,1.0318,0.7107
2012-10-31,2013,Dallas,Utah,94,113,1,7.0,8.0,190.5,194.5,330,-400,0.2326,0.8,1.0326,0.7747
