date,season,away_team,home_team,away_pts,home_pts,home_win,open_spread,close_spread,open_total,close_total,away_ml,home_ml,away_ml_prob,home_ml_prob,overround,home_fair_prob
2009-12-05,2010,Utah,Minnesota,101,108,1,197.5,197.5,7.5,7.0,-330,260,0.7674,0.2778,1.0452,0.2658
2009-12-05,2010,Denver,SanAntonio,106,99,0,3.5,3.5,207.0,207.0,140,-165,0.4167,0.6226,1.0393,0.5991
2009-12-05,2010,Sacramento,Phoenix,107,115,1,11.0,11.5,227.0,224.5,625,-875,0.1379,0.8974,1.0353,0.8668
2009-12-05,2010,Atlanta,Dallas,80,75,0,4.0,5.5,208.0,203.5,175,-210,0.3636,0.6774,1.041,0.6507
2009-12-05,2010,Houston,Portland,89,90,1,4.5,5.5,190.5,193.0,180,-220,0.3571,0.6875,1.0446,0.6581
2009-12-05,2010,Indiana,LAClippers,72,88,1,2.5,2.5,200.5,200.5,115,-135,0.4651,0.5745,1.0396,0.5526
2009-12-05,2010,Orlando,GoldenState,126,118,0,221.5,221.5,8.0,9.5,-485,375,0.8291,0.2105,1.0396,0.2025
2009-12-06,2010,NewJersey,NewYork,97,106,1,5.5,4.0,202.0,205.5,160,-190,0.3846,0.6552,1.0398,0.6301
2009-12-06,2010,Cleveland,Milwaukee,101,86,0,196.0,193.5,7.0,6.5,-285,240,0.7403,0.2941,1.0344,0.2843
2009-12-06,2010,Washington,Detroit,94,98,1,3.0,3.0,189.0,191.5,120,-140,0.4545,0.5833,1.0378,0.5621
2009-12-06,2010,Miami,Sacramento,115,102,0,1.0,204.0,205.0,1.5,-130,110,0.5652,0.4762,1.0414,0.4573
2009-12-06,2010,Phoenix,LALakers,88,108,1,9.0,9.5,222.0,220.0,400,-525,0.2,0.84,1.04,0.8077
2009-12-07,2010,Denver,Philadelphia,93,83,0,216.0,217.0,6.0,7.0,-300,250,0.75,0.2857,1.0357,0.2759
2009-12-07,2010,Portland,NewYork,84,93,1,204.0,201.5,4.0,3.5,-160,140,0.6154,0.4167,1.0321,0.4037
2009-12-07,2010,GoldenState,OklahomaCity,88,104,1,7.0,7.0,222.0,222.0,255,-310,0.2817,0.7561,1.0378,0.7286
2009-12-07,2010,SanAntonio,Utah,101,104,1,2.0,2.0,192.5,194.5,115,-135,0.4651,0.5745,1.0396,0.5526
2009-12-08,2010,Denver,Charlotte,95,107,1,204.5,199.5,3.5,3.0,-150,130,0.6,0.4348,1.0348,0.4202
2009-12-08,2010,Minnesota,Toronto,88,94,1,8.5,7.5,212.0,208.5,280,-304,0.2632,0.7525,1.0157,0.7409
2009-12-08,2010,Milwaukee,Boston,89,98,1,12.5,12.5,191.0,193.0,760,-1000,0.1163,0.9091,1.0254,0.8866
2009-12-08,2010,Cleveland,Memphis,109,111,1,192.5,194.5,8.0,7.0,-320,260,0.7619,0.2778,1.0397,0.2672
2009-12-08,2010,NewJersey,Chicago,103,101,0,7.5,6.0,189.0,191.5,200,-240,0.3333,0.7059,1.0392,0.6793
2009-12-08,2010,Sacramento,NewOrleans,94,96,1,7.0,9.0,211.5,209.0,360,-460,0.2174,0.8214,1.0388,0.7907
2009-12-08,2010,Phoenix,Dallas,101,102,1,4.5,5.0,215.5,216.0,170,-200,0.3704,0.6667,1.0371,0.6429
2009-12-08,2010,Orlando,LAClippers,97,86,0,194.0,192.5,7.0,7.5,-320,260,0.7619,0.2778,1.0397,0.2672
2009-12-09,2010,Chicago,Atlanta,83,118,1,11.0,10.5,195.0,196.0,475,-650,0.1739,0.8667,1.0406,0.8329
2009-12-09,2010,Detroit,Philadelphia,90,86,0,3.5,4.5,190.5,190.0,175,-210,0.3636,0.6774,1.041,0.6507
2009-12-09,2010,Portland,Indiana,102,91,0,190.0,191.5,5.0,4.5,-190,160,0.6552,0.3846,1.0398,0.3699
2009-12-09,2010,GoldenState,NewJersey,105,89,0,1.5,,218.0,218.5,-120,100,0.5455,0.5,1.0455,0.4782
2009-12-09,2010,Toronto,Milwaukee,95,117,1,3.0,4.5,205.0,206.5,160,-190,0.3846,0.6552,1.0398,0.6301
2009-12-09,2010,NewOrleans,Minnesota,97,96,0,198.5,194.0,4.5,3.0,-145,125,0.5918,0.4444,1.0362,0.4289
2009-12-09,2010,Cleveland,Houston,85,95,1,194.5,194.0,3.5,3.0,-145,125,0.5918,0.4444,1.0362,0.4289
2009-12-09,2010,Sacramento,SanAntonio,106,118,1,12.0,12.5,204.0,202.0,700,-1000,0.125,0.9091,1.0341,0.8791
2009-12-09,2010,Utah,LALakers,77,101,1,10.5,10.5,204.0,206.5,475,-625,0.1739,0.8621,1.036,0.8321
2009-12-10,2010,Denver,Detroit,99,101,1,198.0,198.0,7.0,8.0,-350,290,0.7778,0.2564,1.0342,0.2479
2009-12-10,2010,Boston,Washington,104,102,0,193.0,194.0,7.5,7.5,-310,255,0.7561,0.2817,1.0378,0.2714
2009-12-10,2010,Orlando,Utah,111,120,1,202.0,201.0,2.5,3.0,-140,120,0.5833,0.4545,1.0378,0.4379
2009-12-11,2010,NewJersey,Indiana,91,107,1,4.0,4.0,198.5,198.5,160,-190,0.3846,0.6552,1.0398,0.6301
2009-12-11,2010,Houston,Philadelphia,96,91,0,193.5,193.5,2.5,2.5,-150,130,0.6,0.4348,1.0348,0.4202
2009-12-11,2010,Atlanta,Toronto,111,89,0,211.0,210.0,5.5,3.5,-175,150,0.6364,0.4,1.0364,0.386
2009-12-11,2010,Dallas,Miami,106,93,0,,194.0,196.0,1.5,-125,105,0.5556,0.4878,1.0434,0.4675
2009-12-11,2010,NewYork,NewOrleans,113,96,0,6.5,6.5,205.0,206.5,240,-300,0.2941,0.75,1.0441,0.7183
2009-12-11,2010,GoldenState,Chicago,91,96,1,4.0,5.0,213.5,213.5,160,-190,0.3846,0.6552,1.0398,0.6301
2009-12-11,2010,Portland,Cleveland,99,104,1,9.0,10.0,183.5,186.0,475,-675,0.1739,0.871,1.0449,0.8336
2009-12-11,2010,OklahomaCity,Memphis,102,94,0,1.5,2.0,199.5,198.0,115,-135,0.4651,0.5745,1.0396,0.5526
2009-12-11,2010,Charlotte,SanAntonio,85,104,1,7.5,7.5,188.0,187.5,270,-340,0.2703,0.7727,1.043,0.7408
2009-12-11,2010,Minnesota,LALakers,92,104,1,15.0,15.0,198.5,198.0,1400,-3000,0.0667,0.9677,1.0344,0.9355
2009-12-11,2010,Orlando,Phoenix,103,106,1,3.0,3.0,213.5,215.5,130,-150,0.4348,0.6,1.0348,0.5798
2009-12-12,2010,Indiana,Washington,114,113,0,7.5,7.5,207.0,206.5,260,-320,0.2778,0.7619,1.0397,0.7328
2009-12-12,2010,GoldenState,Detroit,95,104,1,6.0,5.5,206.5,205.5,200,-240,0.3333,0.7059,1.0392,0.6793
2009-12-12,2010,Boston,Chicago,106,80,0,188.5,186.5,8.5,9.5,-600,400,0.8571,0.2,1.0571,0.1892
2009-12-12,2010,Charlotte,Dallas,97,98,1,6.0,7.5,189.0,188.5,280,-340,0.2632,0.7727,1.0359,0.7459
2009-12-12,2010,Portland,Milwaukee,101,108,1,4.0,3.5,190.5,190.5,145,-165,0.4082,0.6226,1.0308,0.604
2009-12-12,2010,Phoenix,Denver,99,105,1,8.5,9.0,228.5,225.0,350,-500,0.2222,0.8333,1.0555,0.7895
2009-12-12,2010,LALakers,Utah,94,102,1,1.0,2.0,203.5,203.0,110,-130,0.4762,0.5652,1.0414,0.5427
2009-12-12,2010,Minnesota,Sacramento,100,120,1,7.5,7.0,205.0,206.0,260,-320,0.2778,0.7619,1.0397,0.7328
2009-12-13,2010,Houston,Toronto,88,101,1,1.0,203.5,203.5,2.0,-130,110,0.5652,0.4762,1.0414,0.4573
2009-12-13,2010,NewJersey,Atlanta,107,130,1,12.5,13.0,196.0,196.5,700,-1000,0.125,0.9091,1.0341,0.8791
2009-12-13,2010,Memphis,Miami,118,90,0,6.5,6.0,199.5,197.0,210,-260,0.3226,0.7222,1.0448,0.6912
2009-12-13,2010,Cleveland,OklahomaCity,102,89,0,191.0,191.5,3.0,3.0,-160,140,0.6154,0.4167,1.0321,0.4037
2009-12-13,2010,SanAntonio,LAClippers,115,90,0,187.0,189.0,5.5,5.5,-230,180,0.697,0.3571,1.0541,0.3388
2009-12-14,2010,Indiana,Orlando,98,106,1,12.0,12.5,208.5,208.0,885,-1350,0.1015,0.931,1.0325,0.9017
2009-12-14,2010,GoldenState,Philadelphia,101,117,1,4.0,4.0,211.5,211.5,160,-185,0.3846,0.6491,1.0337,0.6279
2009-12-14,2010,Boston,Memphis,110,105,0,194.5,194.5,7.5,7.5,-325,265,0.7647,0.274,1.0387,0.2638
2009-12-14,2010,NewOrleans,Dallas,90,94,1,8.5,9.0,195.5,198.5,365,-460,0.2151,0.8214,1.0365,0.7925
2009-12-14,2010,Minnesota,Utah,110,108,0,13.0,13.5,203.0,202.5,1000,-1500,0.0909,0.9375,1.0284,0.9116
2009-12-14,2010,OklahomaCity,Denver,93,102,1,10.5,10.0,208.5,210.0,425,-550,0.1905,0.8462,1.0367,0.8162
2009-12-14,2010,Washington,LAClippers,95,97,1,2.0,2.0,194.0,194.0,110,-130,0.4762,0.5652,1.0414,0.5427
2009-12-15,2010,NewJersey,Cleveland,89,99,1,14.5,14.5,193.0,196.5,1450,-2200,0.0645,0.9565,1.021,0.9368
2009-12-15,2010,NewYork,Charlotte,87,94,1,5.0,5.0,196.0,196.5,175,-210,0.3636,0.6774,1.041,0.6507
2009-12-15,2010,Toronto,Miami,95,115,1,6.5,6.5,202.5,206.0,220,-260,0.3125,0.7222,1.0347,0.698
2009-12-15,2010,LALakers,Chicago,96,87,0,193.0,193.0,10.0,10.0,-520,430,0.8387,0.1887,1.0274,0.1837
2009-12-15,2010,Detroit,Houston,96,107,1,4.5,5.5,186.5,188.5,210,-250,0.3226,0.7143,1.0369,0.6889
2009-12-15,2010,SanAntonio,Phoenix,104,116,1,3.0,2.0,210.0,209.5,108,-128,0.4808,0.5614,1.0422,0.5387
2009-12-15,2010,Sacramento,Portland,88,95,1,7.0,7.0,200.0,201.5,250,-300,0.2857,0.75,1.0357,0.7241
2009-12-16,2010,Toronto,Orlando,99,118,1,11.0,11.0,207.5,207.5,600,-800,0.1429,0.8889,1.0318,0.8615
2009-12-16,2010,Memphis,Atlanta,97,110,1,9.0,10.0,207.0,207.0,425,-550,0.1905,0.8462,1.0367,0.8162
2009-12-16,2010,Cleveland,Philadelphia,108,101,0,192.5,195.0,6.0,6.0,-250,210,0.7143,0.3226,1.0369,0.3111
2009-12-16,2010,Charlotte,Indiana,98,101,1,4.0,3.5,192.0,193.5,145,-165,0.4082,0.6226,1.0308,0.604
2009-12-16,2010,Utah,NewJersey,108,92,0,199.0,200.0,9.0,9.0,-420,335,0.8077,0.2299,1.0376,0.2216
2009-12-16,2010,LAClippers,Minnesota,120,95,0,191.5,,1.0,188.0,-102,-118,0.505,0.5413,1.0463,0.5173
2009-12-16,2010,LALakers,Milwaukee,107,106,0,198.0,198.5,5.5,5.0,-220,180,0.6875,0.3571,1.0446,0.3419
2009-12-16,2010,Detroit,NewOrleans,87,95,1,5.0,5.5,189.5,189.0,200,-240,0.3333,0.7059,1.0392,0.6793
2009-12-16,2010,Dallas,OklahomaCity,100,86,0,192.5,194.0,2.5,2.0,-125,105,0.5556,0.4878,1.0434,0.4675
2009-12-16,2010,Houston,Denver,101,111,1,7.0,8.5,206.5,211.0,335,-420,0.2299,0.8077,1.0376,0.7784
2009-12-16,2010,Washington,Sacramento,109,112,1,2.0,4.0,213.5,213.0,155,-175,0.3922,0.6364,1.0286,0.6187
2009-12-16,2010,SanAntonio,GoldenState,103,91,0,214.0,214.0,5.5,5.5,-240,200,0.7059,0.3333,1.0392,0.3207
2009-12-17,2010,NewYork,Chicago,89,98,1,2.5,2.5,199.5,202.5,125,-145,0.4444,0.5918,1.0362,0.5711
2009-12-17,2010,Orlando,Miami,86,104,1,199.5,199.0,1.5,4.0,-180,158,0.6429,0.3876,1.0305,0.3761
2009-12-17,2010,Phoenix,Portland,102,105,1,2.0,1.5,201.5,204.5,105,-125,0.4878,0.5556,1.0434,0.5325
2009-12-18,2010,NewJersey,Toronto,95,118,1,9.0,7.5,205.0,204.0,295,-355,0.2532,0.7802,1.0334,0.755
2009-12-18,2010,Philadelphia,Boston,98,97,0,11.0,12.0,195.0,195.0,640,-840,0.1351,0.8936,1.0287,0.8687
2009-12-18,2010,Milwaukee,Cleveland,82,85,1,9.5,9.5,193.5,194.0,425,-550,0.1905,0.8462,1.0367,0.8162
2009-12-18,2010,Utah,Atlanta,83,96,1,6.5,6.0,206.5,207.0,200,-240,0.3333,0.7059,1.0392,0.6793
2009-12-18,2010,Sacramento,Minnesota,96,112,1,210.0,210.0,1.5,2.0,-125,105,0.5556,0.4878,1.0434,0.4675
2009-12-18,2010,Denver,NewOrleans,92,98,1,,204.0,203.0,1.0,-120,100,0.5455,0.5,1.0455,0.4782
2009-12-18,2010,LAClippers,NewYork,91,95,1,2.0,1.5,202.5,202.0,110,-130,0.4762,0.5652,1.0414,0.5427
2009-12-18,2010,Indiana,Memphis,94,107,1,4.5,6.0,209.0,209.5,210,-250,0.3226,0.7143,1.0369,0.6889
2009-12-18,2010,Detroit,OklahomaCity,98,109,1,6.0,4.5,186.0,185.0,180,-220,0.3571,0.6875,1.0446,0.6581
2009-12-18,2010,Houston,Dallas,116,108,0,5.5,5.5,198.5,198.0,200,-240,0.3333,0.7059,1.0392,0.6793
2009-12-18,2010,Washington,GoldenState,118,109,0,,3.0,219.0,222.0,125,-145,0.4444,0.5918,1.0362,0.5711
2009-12-19,2010,LAClippers,Philadelphia,112,107,0,3.0,3.5,195.5,193.0,150,-170,0.4,0.6296,1.0296,0.6115
2009-12-19,2010,Portland,Orlando,83,92,1,8.5,9.0,194.0,191.5,330,-410,0.2326,0.8039,1.0365,0.7756
2009-12-19,2010,Utah,Charlotte,110,102,0,1.0,3.0,190.5,190.5,125,-145,0.4444,0.5918,1.0362,0.5711
2009-12-19,2010,LALakers,NewJersey,103,84,0,195.5,196.5,13.0,13.0,-1600,1100,0.9412,0.0833,1.0245,0.0813
2009-12-19,2010,Atlanta,Chicago,98,101,1,198.0,194.0,6.0,4.5,-190,165,0.6552,0.3774,1.0326,0.3655
2009-12-19,2010,Sacramento,Milwaukee,96,95,0,6.0,6.5,208.5,210.0,240,-280,0.2941,0.7368,1.0309,0.7147
2009-12-19,2010,Indiana,SanAntonio,99,100,1,12.0,12.0,204.0,204.5,650,-900,0.1333,0.9,1.0333,0.871
2009-12-19,2010,OklahomaCity,Houston,90,95,1,5.0,3.5,194.0,195.5,140,-160,0.4167,0.6154,1.0321,0.5963
2009-12-19,2010,Washington,Phoenix,95,121,1,11.0,10.5,218.0,219.0,475,-600,0.1739,0.8571,1.031,0.8313
2009-12-20,2010,NewOrleans,Toronto,92,98,1,2.5,1.5,204.5,206.0,110,-130,0.4762,0.5652,1.0414,0.5427
2009-12-20,2010,Denver,Memphis,96,102,1,210.0,208.5,2.5,1.5,-125,105,0.5556,0.4878,1.0434,0.4675
2009-12-20,2010,Portland,Miami,102,95,0,5.0,5.0,186.5,186.5,180,-220,0.3571,0.6875,1.0446,0.6581
2009-12-20,2010,LALakers,Detroit,93,81,0,189.0,189.0,8.0,7.5,-360,300,0.7826,0.25,1.0326,0.2421
2009-12-20,2010,Minnesota,Boston,104,122,1,14.0,13.5,197.0,196.0,1350,-2250,0.069,0.9574,1.0264,0.9328
2009-12-20,2010,Charlotte,NewYork,94,98,1,3.0,6.5,193.0,196.0,240,-280,0.2941,0.7368,1.0309,0.7147
2009-12-20,2010,Cleveland,Dallas,95,102,1,188.0,188.0,4.0,3.5,-190,165,0.6552,0.3774,1.0326,0.3655
2009-12-21,2010,Milwaukee,Indiana,84,81,0,1.5,1.0,202.0,198.5,100,-120,0.5,0.5455,1.0455,0.5218
2009-12-21,2010,Utah,Orlando,99,104,1,7.5,8.0,203.5,203.0,310,-380,0.2439,0.7917,1.0356,0.7645
2009-12-21,2010,Sacramento,Chicago,102,98,0,3.5,4.5,198.0,198.5,165,-185,0.3774,0.6491,1.0265,0.6323
2009-12-21,2010,LAClippers,SanAntonio,87,103,1,8.5,9.0,193.5,194.0,350,-500,0.2222,0.8333,1.0555,0.7895
2009-12-21,2010,Cleveland,Phoenix,109,91,0,2.5,2.5,209.5,209.5,115,-135,0.4651,0.5745,1.0396,0.5526
2009-12-22,2010,Philadelphia,Washington,98,105,1,3.5,1.5,204.0,208.0,110,-130,0.4762,0.5652,1.0414,0.5427
2009-12-22,2010,Detroit,Charlotte,76,88,1,5.5,5.5,178.0,177.5,200,-240,0.3333,0.7059,1.0392,0.6793
2009-12-22,2010,Indiana,Boston,94,103,1,15.0,14.0,201.5,200.5,1050,-1600,0.087,0.9412,1.0282,0.9154
2009-12-22,2010,Chicago,NewYork,81,88,1,5.5,6.0,201.0,199.5,225,-265,0.3077,0.726,1.0337,0.7023
2009-12-22,2010,Atlanta,Minnesota,112,87,0,202.0,202.0,8.0,9.5,-400,325,0.8,0.2353,1.0353,0.2273
2009-12-22,2010,GoldenState,Memphis,108,121,1,8.0,7.5,219.5,222.0,305,-365,0.2469,0.7849,1.0318,0.7607
2009-12-22,2010,LAClippers,Houston,99,108,1,8.0,8.0,194.5,194.5,323,-395,0.2364,0.798,1.0344,0.7715
2009-12-22,2010,Portland,Dallas,85,81,0,3.5,6.0,185.0,187.5,195,-235,0.339,0.7015,1.0405,0.6742
2009-12-22,2010,OklahomaCity,LALakers,108,111,1,10.5,10.0,195.5,198.0,450,-600,0.1818,0.8571,1.0389,0.825
2009-12-23,2010,Houston,Orlando,87,102,1,9.0,8.0,200.5,200.0,360,-450,0.2174,0.8182,1.0356,0.7901
2009-12-23,2010,Minnesota,NewJersey,103,99,0,3.0,4.0,199.5,196.0,160,-185,0.3846,0.6491,1.0337,0.6279
2009-12-23,2010,Toronto,Detroit,94,64,0,2.0,,196.0,196.0,-117,-103,0.5392,0.5074,1.0466,0.4848
2009-12-23,2010,Utah,Miami,70,80,1,2.0,,200.5,200.5,100,-120,0.5,0.5455,1.0455,0.5218
2009-12-23,2010,GoldenState,NewOrleans,102,108,1,9.0,9.5,212.0,214.0,425,-550,0.1905,0.8462,1.0367,0.8162
2009-12-23,2010,Washington,Milwaukee,109,97,0,7.0,7.5,198.5,201.5,290,-350,0.2564,0.7778,1.0342,0.7521
2009-12-23,2010,Portland,SanAntonio,98,94,0,8.5,12.5,187.5,187.0,775,-1200,0.1143,0.9231,1.0374,0.8898
2009-12-23,2010,Atlanta,Denver,104,124,1,3.5,3.5,207.0,207.0,145,-165,0.4082,0.6226,1.0308,0.604
2009-12-23,2010,OklahomaCity,Phoenix,117,113,0,8.0,8.5,208.5,213.0,345,-430,0.2247,0.8113,1.036,0.7831
2009-12-23,2010,Cleveland,Sacramento,117,104,0,203.5,204.5,6.0,5.5,-235,195,0.7015,0.339,1.0405,0.3258
2009-12-25,2010,Miami,NewYork,93,87,0,1.0,2.0,202.0,198.5,110,-130,0.4762,0.5652,1.0414,0.5427
2009-12-25,2010,Boston,Orlando,86,77,0,5.5,5.5,189.5,191.5,190,-230,0.3448,0.697,1.0418,0.669
2009-12-25,2010,Cleveland,LALakers,102,87,0,4.0,6.0,195.0,194.0,210,-250,0.3226,0.7143,1.0369,0.6889
2009-12-25,2010,LAClippers,Phoenix,93,124,1,10.0,9.5,212.5,215.0,425,-550,0.1905,0.8462,1.0367,0.8162
2009-12-25,2010,Denver,Portland,96,107,1,2.0,198.0,196.0,2.5,-143,123,0.5885,0.4484,1.0369,0.4324
2009-12-26,2010,Memphis,Dallas,101,106,1,8.5,8.5,201.0,201.0,350,-440,0.2222,0.8148,1.037,0.7857
2009-12-26,2010,Atlanta,Indiana,110,98,0,203.0,203.5,7.0,6.0,-275,235,0.7333,0.2985,1.0318,0.2893
2009-12-26,2010,Houston,NewJersey,98,93,0,196.5,195.0,8.5,8.5,-390,320,0.7959,0.2381,1.034,0.2303
2009-12-26,2010,NewOrleans,Chicago,85,96,1,2.0,2.5,189.5,190.0,105,-125,0.4878,0.5556,1.0434,0.5325
2009-12-26,2010,Washington,Minnesota,89,101,1,208.0,206.5,2.0,2.0,-130,110,0.5652,0.4762,1.0414,0.4573
2009-12-26,2010,Charlotte,OklahomaCity,91,98,1,5.5,5.5,188.5,190.0,205,-245,0.3279,0.7101,1.038,0.6841
2009-12-26,2010,SanAntonio,Milwaukee,112,97,0,190.5,191.5,2.5,2.0,-130,110,0.5652,0.4762,1.0414,0.4573
2009-12-26,2010,Philadelphia,Utah,76,97,1,8.5,7.0,205.0,203.0,300,-360,0.25,0.7826,1.0326,0.7579
2009-12-26,2010,LALakers,Sacramento,112,103,0,209.0,210.0,5.5,6.0,-260,220,0.7222,0.3125,1.0347,0.302
2009-12-26,2010,Phoenix,GoldenState,127,132,1,234.0,233.0,4.0,3.0,-155,135,0.6078,0.4255,1.0333,0.4118
2009-12-27,2010,Detroit,Toronto,95,102,1,2.5,4.0,195.0,193.5,155,-175,0.3922,0.6364,1.0286,0.6187
2009-12-27,2010,Indiana,Miami,80,114,1,7.5,9.0,194.0,196.0,335,-420,0.2299,0.8077,1.0376,0.7784
2009-12-27,2010,Houston,Cleveland,83,108,1,8.0,8.0,191.5,192.0,330,-410,0.2326,0.8039,1.0365,0.7756
2009-12-27,2010,SanAntonio,NewYork,95,88,0,197.5,198.0,3.0,3.5,-160,140,0.6154,0.4167,1.0321,0.4037
2009-12-27,2010,Dallas,Denver,104,96,0,6.5,5.5,209.0,207.0,200,-240,0.3333,0.7059,1.0392,0.6793
2009-12-27,2010,Boston,LAClippers,90,92,1,188.0,190.0,7.0,8.5,-390,320,0.7959,0.2381,1.034,0.2303
2009-12-28,2010,Milwaukee,Charlotte,84,94,1,4.0,4.5,186.5,186.5,160,-185,0.3846,0.6491,1.0337,0.6279
2009-12-28,2010,OklahomaCity,NewJersey,105,89,0,194.5,195.5,5.0,5.5,-230,190,0.697,0.3448,1.0418,0.331
2009-12-28,2010,Washington,Memphis,111,116,1,5.5,5.0,209.0,208.0,175,-210,0.3636,0.6774,1.041,0.6507
2009-12-28,2010,LALakers,Phoenix,103,118,1,216.0,217.0,1.0,1.0,-117,-103,0.5392,0.5074,1.0466,0.4848
2009-12-28,2010,Denver,Sacramento,101,106,1,211.0,212.0,3.0,2.0,-130,110,0.5652,0.4762,1.0414,0.4573
2009-12-28,2010,Philadelphia,Portland,104,93,0,6.5,5.5,190.5,193.0,230,-270,0.303,0.7297,1.0327,0.7066
2009-12-28,2010,Boston,GoldenState,99,103,1,212.5,210.0,6.0,5.5,-220,180,0.6875,0.3571,1.0446,0.3419
2009-12-29,2010,Cleveland,Atlanta,95,84,0,2.0,2.5,194.0,194.0,120,-140,0.4545,0.5833,1.0378,0.5621
2009-12-29,2010,OklahomaCity,Washington,110,98,0,2.0,204.0,202.5,1.0,-117,-103,0.5392,0.5074,1.0466,0.4848
2009-12-29,2010,NewYork,Detroit,104,87,0,5.5,4.5,188.0,193.0,160,-185,0.3846,0.6491,1.0337,0.6279
2009-12-29,2010,Indiana,Chicago,95,104,1,5.5,6.5,189.0,193.0,240,-280,0.2941,0.7368,1.0309,0.7147
2009-12-29,2010,NewOrleans,Houston,100,108,1,5.0,6.0,193.0,194.0,190,-230,0.3448,0.697,1.0418,0.669
2009-12-29,2010,Minnesota,SanAntonio,99,117,1,11.0,11.0,197.5,198.0,575,-850,0.1481,0.8947,1.0428,0.858
2009-12-29,2010,GoldenState,LALakers,118,124,1,11.5,11.5,220.5,217.5,650,-1000,0.1333,0.9091,1.0424,0.8721
2009-12-30,2010,Milwaukee,Orlando,92,117,1,10.5,10.5,194.5,195.0,460,-560,0.1786,0.8485,1.0271,0.8261
2009-12-30,2010,Memphis,Indiana,121,110,0,205.0,207.0,2.0,3.0,-150,130,0.6,0.4348,1.0348,0.4202
2009-12-30,2010,Charlotte,Toronto,103,107,1,5.5,5.5,195.0,197.5,200,-240,0.3333,0.7059,1.0392,0.6793
2009-12-30,2010,Atlanta,Cleveland,101,106,1,6.0,5.5,193.0,193.0,195,-235,0.339,0.7015,1.0405,0.6742
2009-12-30,2010,NewYork,NewJersey,95,104,1,196.0,198.0,1.5,2.5,-140,120,0.5833,0.4545,1.0378,0.4379
2009-12-30,2010,Miami,NewOrleans,91,95,1,1.5,192.0,191.0,1.5,-115,-105,0.5349,0.5122,1.0471,0.4892
2009-12-30,2010,Utah,Minnesota,107,103,0,200.0,202.0,7.5,7.5,-350,290,0.7778,0.2564,1.0342,0.2479
2009-12-30,2010,Boston,Phoenix,98,116,1,1.0,5.0,209.0,206.5,170,-200,0.3704,0.6667,1.0371,0.6429
2009-12-30,2010,Philadelphia,Sacramento,116,106,0,3.0,2.5,207.5,206.0,120,-140,0.4545,0.5833,1.0378,0.5621
2009-12-30,2010,LAClippers,Portland,99,103,1,7.5,6.5,189.0,190.0,240,-280,0.2941,0.7368,1.0309,0.7147
2009-12-31,2010,Chicago,Detroit,98,87,0,4.0,4.0,186.0,185.0,160,-185,0.3846,0.6491,1.0337,0.6279
2009-12-31,2010,Miami,SanAntonio,78,108,1,8.0,7.5,194.5,194.5,285,-345,0.2597,0.7753,1.035,0.7491
2009-12-31,2010,Dallas,Houston,94,97,1,197.5,197.0,1.5,1.5,-125,105,0.5556,0.4878,1.0434,0.4675
2009-12-31,2010,Utah,OklahomaCity,86,87,1,2.5,3.0,198.5,199.0,130,-150,0.4348,0.6,1.0348,0.5798
2009-12-31,2010,Philadelphia,LAClippers,88,104,1,2.5,1.0,196.5,196.0,-105,-115,0.5122,0.5349,1.0471,0.5108
2010-01-01,2010,NewYork,Atlanta,112,108,0,11.5,11.0,204.0,205.5,600,-800,0.1429,0.8889,1.0318,0.8615
2010-01-01,2010,Orlando,Minnesota,106,94,0,204.0,202.0,8.5,8.5,-380,310,0.7917,0.2439,1.0356,0.2355
2010-01-01,2010,Sacramento,LALakers,108,109,1,12.0,12.0,211.0,211.0,700,-1000,0.125,0.9091,1.0341,0.8791
2010-01-02,2010,Cleveland,NewJersey,94,86,0,192.5,192.0,11.0,10.0,-600,450,0.8571,0.1818,1.0389,0.175
2010-01-02,2010,Charlotte,Miami,107,97,0,6.0,5.0,185.5,187.0,175,-210,0.3636,0.6774,1.041,0.6507
2010-01-02,2010,SanAntonio,Washington,97,86,0,200.0,202.5,5.5,6.0,-270,230,0.7297,0.303,1.0327,0.2934
2010-01-02,2010,Minnesota,Indiana,111,122,1,4.0,4.5,207.5,208.0,165,-190,0.3774,0.6552,1.0326,0.6345
2010-01-02,2010,Toronto,Boston,96,103,1,3.5,3.5,194.5,194.5,135,-155,0.4255,0.6078,1.0333,0.5882
2010-01-02,2010,Houston,NewOrleans,95,99,1,2.0,2.5,194.5,195.0,120,-140,0.4545,0.5833,1.0378,0.5621
2010-01-02,2010,Orlando,Chicago,93,101,1,194.0,193.0,4.0,3.5,-165,145,0.6226,0.4082,1.0308,0.396
2010-01-02,2010,OklahomaCity,Milwaukee,97,103,1,195.5,1.5,1.0,197.0,108,-119,0.4808,0.5434,1.0242,0.5306
2010-01-02,2010,Denver,Utah,105,95,0,5.0,7.5,203.5,202.0,260,-320,0.2778,0.7619,1.0397,0.7328
2010-01-02,2010,Memphis,Phoenix,128,103,0,7.5,8.0,227.0,227.5,300,-360,0.25,0.7826,1.0326,0.7579
2010-01-02,2010,GoldenState,Portland,89,105,1,4.0,3.5,210.5,213.5,135,-155,0.4255,0.6078,1.0333,0.5882
2010-01-02,2010,Dallas,Sacramento,99,91,0,206.5,206.0,6.0,4.0,-175,155,0.6364,0.3922,1.0286,0.3813
2010-01-03,2010,Indiana,NewYork,89,132,1,8.0,9.5,205.0,208.5,370,-470,0.2128,0.8246,1.0374,0.7949
