date,season,home_team,away_team,home_pts,away_pts,home_win,home_win_prob,home_elo,away_elo
11/2/2004,2005,DAL,SAC,107,98,1,0.63650036,1595.4857,1598.1678
11/2/2004,2005,DET,HOU,87,79,1,0.79654163,1662.7926,1525.6995
11/2/2004,2005,LAL,DEN,89,78,1,0.74943227,1624.9445,1534.6216
11/3/2004,2005,BOS,PHI,95,98,0,0.65359545,1436.3031,1426.0129
11/3/2004,2005,CLE,IND,104,109,0,0.40145019,1450.4569,1619.8444
11/3/2004,2005,GSW,POR,75,78,0,0.61507863,1500.8945,1519.4711
11/3/2004,2005,LAC,SEA,114,84,1,0.44957945,1377.0289,1512.1842
11/3/2004,2005,MEM,WAS,91,103,0,0.82856774,1543.134,1369.4398
11/3/2004,2005,MIN,NYK,99,93,1,0.8223477,1621.616,1455.4221
11/3/2004,2005,NJN,MIA,77,100,0,0.65988368,1556.7152,1541.5792
11/3/2004,2005,NOH,DAL,91,106,0,0.48016444,1488.2606,1602.051
11/3/2004,2005,ORL,MIL,93,92,1,0.43613169,1344.4834,1489.1074
11/3/2004,2005,PHO,ATL,112,82,1,0.66981113,1452.5197,1429.6437
11/3/2004,2005,SAS,SAC,101,85,1,0.73092467,1665.202,1591.6025
11/3/2004,2005,TOR,HOU,95,88,1,0.47598797,1405.8959,1522.594
11/3/2004,2005,UTA,LAL,104,78,1,0.45429233,1497.8837,1629.7335
11/4/2004,2005,CHA,WAS,96,103,0,0.50844926,1300.0,1394.1283
11/4/2004,2005,DEN,MIN,94,92,1,0.50856394,1529.8325,1623.8811
11/4/2004,2005,MIA,CLE,92,86,1,0.7828238,1567.8445,1445.1038
11/5/2004,2005,BOS,IND,94,100,0,0.36404347,1428.2878,1625.1975
11/5/2004,2005,CHI,NJN,106,111,0,0.39941964,1359.5933,1530.45
11/5/2004,2005,GSW,UTA,80,102,0,0.60432309,1493.538,1519.9666
11/5/2004,2005,LAL,SAS,96,105,0,0.55134666,1607.6506,1671.8451
11/5/2004,2005,MEM,HOU,81,89,0,0.6463896,1518.4456,1513.6578
11/5/2004,2005,NOH,ORL,89,90,0,0.78625023,1475.4724,1349.2103
11/5/2004,2005,PHI,PHO,98,108,0,0.59713018,1434.0282,1465.6665
11/5/2004,2005,POR,LAC,94,81,1,0.78505802,1526.8276,1401.7954
11/5/2004,2005,SEA,ATL,106,85,1,0.72788131,1487.4177,1416.4968
11/5/2004,2005,TOR,DET,101,89,1,0.29533628,1414.832,1665.8981
11/6/2004,2005,CHA,ORL,111,100,1,0.54939246,1291.4047,1356.9709
11/6/2004,2005,DAL,MEM,112,88,1,0.76928562,1614.8392,1505.634
11/6/2004,2005,DEN,UTA,82,106,0,0.62953001,1534.5591,1542.4537
11/6/2004,2005,DET,PHI,99,91,1,0.86743736,1647.2445,1420.9177
11/6/2004,2005,GSW,LAC,86,94,0,0.73106009,1471.0508,1397.3317
11/6/2004,2005,HOU,SAC,104,101,1,0.55945492,1526.4694,1584.9595
11/6/2004,2005,IND,CHI,100,90,1,0.89708894,1630.4225,1354.2731
11/6/2004,2005,MIL,CLE,102,88,1,0.69384378,1484.3805,1442.2531
11/6/2004,2005,MIN,NOH,99,92,1,0.80960119,1619.1545,1467.7118
11/6/2004,2005,NJN,PHO,80,112,0,0.71171445,1535.7701,1478.777
11/6/2004,2005,NYK,BOS,73,107,0,0.67893505,1453.157,1423.0629
11/6/2004,2005,WAS,MIA,106,118,0,0.40341023,1402.7236,1570.6952
11/7/2004,2005,LAL,ATL,106,90,1,0.84011924,1596.6007,1408.3828
11/7/2004,2005,SEA,SAS,113,94,1,0.37685859,1495.5317,1682.895
11/7/2004,2005,TOR,POR,101,97,1,0.50315768,1433.4856,1531.2914
11/8/2004,2005,DAL,GSW,101,98,1,0.82266128,1622.2001,1455.6331
11/8/2004,2005,LAC,DET,96,99,0,0.31319937,1412.7494,1649.1533
11/8/2004,2005,UTA,DEN,102,91,1,0.71351141,1567.7651,1509.2477
11/9/2004,2005,ATL,CLE,79,93,0,0.59877181,1404.7297,1435.1818
11/9/2004,2005,CHI,PHO,74,94,0,0.40968299,1352.6312,1516.0862
11/9/2004,2005,DEN,SEA,88,108,0,0.62256235,1503.6484,1516.7134
11/9/2004,2005,HOU,MEM,90,87,1,0.68252516,1531.2369,1498.2732
11/9/2004,2005,MIA,WAS,103,93,1,0.83822519,1579.5994,1393.8195
11/9/2004,2005,MIN,IND,101,102,0,0.62637222,1621.8217,1632.0643
11/9/2004,2005,NJN,POR,64,60,1,0.60414636,1498.4609,1525.0179
11/9/2004,2005,NOH,LAL,98,106,0,0.44950277,1465.0447,1600.2538
11/9/2004,2005,NYK,PHI,96,88,1,0.63718617,1416.8419,1419.0089
11/9/2004,2005,ORL,DAL,94,84,1,0.26578063,1347.3134,1623.8344
11/9/2004,2005,SAC,TOR,108,92,1,0.79963952,1580.1919,1439.759
11/10/2004,2005,BOS,POR,90,88,1,0.55601776,1459.3779,1520.2887
11/10/2004,2005,CLE,PHO,114,109,1,0.5325247,1451.4917,1528.8593
11/10/2004,2005,IND,LAC,68,102,0,0.86849332,1637.5195,1409.592
11/10/2004,2005,MEM,LAL,110,87,1,0.48111656,1495.0647,1608.1925
11/10/2004,2005,MIL,CHA,102,100,1,0.84179121,1491.4518,1301.0623
11/10/2004,2005,PHI,NJN,108,100,1,0.51396835,1412.8989,1503.1902
11/10/2004,2005,SAS,GSW,91,71,1,0.85462517,1661.7134,1453.9988
11/10/2004,2005,SEA,SAC,108,78,1,0.57669437,1538.6333,1584.9166
11/10/2004,2005,UTA,TOR,95,104,0,0.79769313,1573.3644,1435.0343
11/10/2004,2005,WAS,ORL,106,96,1,0.67381251,1391.0867,1365.058
11/11/2004,2005,DEN,DET,117,109,1,0.39979878,1481.7285,1652.3107
11/11/2004,2005,HOU,MIN,91,96,0,0.5259943,1534.4454,1616.3665
11/11/2004,2005,MIA,DAL,93,113,0,0.60799372,1582.3322,1606.0897
11/12/2004,2005,BOS,CHA,91,74,1,0.82025498,1463.5383,1299.8215
11/12/2004,2005,MEM,GSW,96,67,1,0.71973026,1514.0144,1450.177
11/12/2004,2005,NOH,ATL,95,96,0,0.72532588,1457.106,1388.4198
11/12/2004,2005,NYK,LAC,110,96,1,0.58121562,1422.9519,1466.0132
11/12/2004,2005,ORL,LAL,122,113,1,0.32076299,1358.908,1589.2428
11/12/2004,2005,PHI,IND,106,104,1,0.41528139,1421.6566,1581.0984
11/12/2004,2005,SAS,MIA,93,84,1,0.7643553,1665.5352,1561.1201
11/12/2004,2005,SEA,TOR,88,87,1,0.76200897,1556.3817,1454.2219
11/13/2004,2005,ATL,SAS,88,103,0,0.26830557,1395.1979,1669.4779
11/13/2004,2005,CHA,GSW,87,103,0,0.43682927,1295.4733,1439.6046
11/13/2004,2005,CHI,LAC,96,97,0,0.47720322,1339.8582,1455.71
11/13/2004,2005,CLE,WAS,105,74,1,0.71609336,1457.9543,1397.2367
11/13/2004,2005,HOU,LAL,79,84,0,0.57491797,1526.9336,1574.4803
11/13/2004,2005,IND,NYK,103,97,1,0.80099887,1575.1656,1433.2551
11/13/2004,2005,MIL,NOH,94,91,1,0.69413376,1492.6925,1450.3279
11/13/2004,2005,NJN,DAL,78,94,0,0.45283794,1494.4325,1627.3018
11/13/2004,2005,PHO,SAC,111,113,0,0.57881731,1522.3966,1567.1682
11/13/2004,2005,POR,TOR,105,102,1,0.71941078,1516.1283,1452.5659
11/13/2004,2005,UTA,DET,108,93,1,0.51929921,1554.1768,1640.7596
11/14/2004,2005,MIA,MIL,112,110,1,0.71690828,1557.1774,1495.7628
11/14/2004,2005,PHI,ORL,96,87,1,0.70806998,1427.5894,1373.6704
11/14/2004,2005,SAC,DEN,101,89,1,0.73782045,1573.0203,1493.2795
11/14/2004,2005,SEA,MEM,118,113,1,0.68313253,1558.0377,1524.5868
11/14/2004,2005,WAS,DAL,113,122,0,0.29214537,1385.97,1639.708
11/15/2004,2005,CLE,GSW,99,88,1,0.66325653,1469.2211,1451.4681
11/15/2004,2005,NJN,HOU,69,80,0,0.59043396,1482.0262,1518.4873
11/16/2004,2005,ATL,HOU,88,84,1,0.43796533,1388.8573,1532.1866
11/16/2004,2005,CHA,UTA,105,107,0,0.2581546,1283.6097,1566.9832
11/16/2004,2005,DAL,PHO,101,107,0,0.7881459,1644.7725,1516.5446
11/16/2004,2005,LAC,TOR,101,89,1,0.65286195,1459.5193,1449.7916
11/16/2004,2005,MIN,MIA,108,97,1,0.72024167,1623.8783,1559.6002
11/16/2004,2005,PHI,SEA,95,103,0,0.45776501,1432.6494,1562.0674
11/16/2004,2005,SAC,CHI,113,106,1,0.87766171,1578.3547,1336.0488
11/16/2004,2005,SAS,NYK,99,81,1,0.87940383,1675.8185,1430.6765
11/17/2004,2005,DEN,TOR,112,106,1,0.69804955,1487.9451,1442.3649
11/17/2004,2005,DET,MIN,93,85,1,0.63824564,1627.9534,1629.3237
11/17/2004,2005,GSW,CHI,98,85,1,0.7703591,1444.6906,1334.433
11/17/2004,2005,IND,ATL,93,86,1,0.83487439,1577.7443,1396.2216
11/17/2004,2005,LAL,LAC,103,89,1,0.77613515,1582.9266,1466.946
11/17/2004,2005,MIL,MIA,106,113,0,0.55615413,1493.34,1554.1548
11/17/2004,2005,NJN,SEA,68,79,0,0.49732083,1468.3269,1570.1886
11/17/2004,2005,NOH,PHO,84,95,0,0.52272439,1447.2576,1531.4562
11/17/2004,2005,ORL,UTA,107,92,1,0.35920814,1368.6104,1569.1587
11/17/2004,2005,POR,MEM,82,101,0,0.63786787,1518.9026,1520.5571
11/17/2004,2005,WAS,BOS,110,105,1,0.51872694,1380.9055,1467.8866
11/18/2004,2005,CHA,CLE,89,106,0,0.36717469,1281.4342,1475.9987
11/18/2004,2005,HOU,NYK,92,93,0,0.75660658,1524.8224,1427.7979
11/18/2004,2005,PHI,SAS,80,88,0,0.29163265,1424.5282,1678.6971
11/19/2004,2005,BOS,SAS,84,92,0,0.33101338,1461.1826,1683.4114
11/19/2004,2005,DAL,NYK,103,101,1,0.84514487,1629.8608,1435.0586
11/19/2004,2005,DEN,CHI,99,81,1,0.81923002,1492.1277,1329.6158
11/19/2004,2005,DET,IND,82,97,0,0.70820212,1634.0419,1580.0118
11/19/2004,2005,MIA,UTA,107,105,1,0.65766376,1563.8152,1550.3948
11/19/2004,2005,PHO,LAL,107,102,1,0.5788877,1543.1154,1587.8368
11/19/2004,2005,POR,MIL,110,98,1,0.65755188,1497.0137,1483.6796
11/19/2004,2005,SAC,MEM,107,105,1,0.68818653,1579.9706,1542.446
11/19/2004,2005,TOR,SEA,94,101,0,0.43851373,1438.1823,1581.1246
11/20/2004,2005,ATL,UTA,79,92,0,0.42373985,1393.954,1547.3617
11/20/2004,2005,CLE,CHA,100,84,1,0.85945576,1485.9985,1271.4343
11/20/2004,2005,GSW,MEM,87,100,0,0.51406544,1449.5077,1539.7314
11/20/2004,2005,IND,ORL,83,86,0,0.85933274,1601.7616,1387.3743
11/20/2004,2005,LAC,HOU,86,91,0,0.56365627,1462.0359,1517.5616
11/20/2004,2005,NJN,WAS,86,97,0,0.72658014,1457.3909,1387.6095
11/20/2004,2005,NOH,MIN,94,99,0,0.37648886,1435.5984,1623.2352
11/21/2004,2005,BOS,SEA,102,83,1,0.45329258,1455.7073,1588.2578
11/21/2004,2005,DEN,DAL,110,82,1,0.45066509,1496.6785,1631.0718
11/21/2004,2005,DET,CHA,117,116,1,0.92797261,1612.2921,1268.2771
11/21/2004,2005,LAC,PHO,111,122,0,0.50722176,1453.8099,1548.7914
11/21/2004,2005,LAL,CHI,102,93,1,0.88651305,1582.1608,1325.0651
11/21/2004,2005,MIA,PHI,93,83,1,0.80565864,1566.8483,1419.814
11/21/2004,2005,NYK,CLE,98,88,1,0.56396443,1433.8477,1489.1558
11/21/2004,2005,POR,HOU,93,97,0,0.61113209,1504.3208,1525.7876
11/21/2004,2005,SAC,MIL,88,79,1,0.76631719,1582.6852,1476.3724
11/21/2004,2005,TOR,SAS,96,91,1,0.28728917,1431.0491,1688.8867
11/22/2004,2005,DAL,MIN,82,83,0,0.61230057,1607.5748,1628.187
11/22/2004,2005,MEM,SAS,93,90,1,0.46411622,1552.4282,1677.4058
11/22/2004,2005,PHO,CHI,100,82,1,0.87412912,1560.0068,1323.3467
11/22/2004,2005,UTA,NOH,75,76,0,0.78664809,1557.3202,1430.6466
11/23/2004,2005,CHA,DET,91,89,1,0.19629553,1267.8474,1612.7218
11/23/2004,2005,DEN,NJN,90,88,1,0.73955387,1520.1754,1438.8746
11/23/2004,2005,GSW,NOH,115,109,1,0.63793588,1436.8109,1438.4143
11/23/2004,2005,IND,BOS,106,96,1,0.77562451,1588.9246,1473.4541
11/23/2004,2005,LAL,MIL,100,96,1,0.77153206,1583.8792,1472.4677
11/23/2004,2005,MIA,POR,87,99,0,0.73154032,1570.2162,1496.0725
11/23/2004,2005,MIN,SEA,92,103,0,0.71871191,1633.4724,1570.511
11/23/2004,2005,NYK,ATL,104,88,1,0.71359646,1442.5852,1383.9955
11/23/2004,2005,SAC,HOU,102,96,1,0.70644325,1586.59,1534.0359
11/23/2004,2005,WAS,TOR,102,86,1,0.59051293,1406.1257,1442.53
11/24/2004,2005,ATL,MIA,93,99,0,0.39565605,1376.8492,1550.4358
11/24/2004,2005,CLE,DET,92,76,1,0.4674578,1480.4182,1603.0629
11/24/2004,2005,MEM,SEA,84,93,0,0.5991624,1558.5422,1588.7118
11/24/2004,2005,ORL,POR,83,89,0,0.47750512,1400.2113,1515.8529
11/24/2004,2005,PHI,BOS,110,97,1,0.56717813,1416.446,1469.4819
11/24/2004,2005,PHO,MIL,111,104,1,0.7523489,1563.0275,1469.9958
11/24/2004,2005,SAS,DAL,94,80,1,0.72568828,1671.2917,1602.2894
11/24/2004,2005,TOR,NYK,114,91,1,0.61564946,1431.5739,1449.7314
11/24/2004,2005,UTA,CHI,99,101,0,0.86934501,1549.5525,1320.326
11/25/2004,2005,IND,MIN,106,102,1,0.60988909,1592.8967,1615.2716
11/25/2004,2005,LAC,NJN,101,88,1,0.64787531,1442.5945,1436.6765
11/26/2004,2005,ATL,ORL,99,117,0,0.61061144,1371.0704,1392.9177
11/26/2004,2005,BOS,CLE,96,98,0,0.59050685,1459.2594,1495.6681
11/26/2004,2005,DAL,POR,92,83,1,0.73016274,1596.0736,1523.1465
11/26/2004,2005,DEN,SAS,75,89,0,0.42131513,1522.3735,1677.5076
11/26/2004,2005,DET,MIA,78,77,1,0.68081969,1587.813,1556.2146
11/26/2004,2005,GSW,LAC,87,98,0,0.62865293,1442.0018,1450.5494
11/26/2004,2005,IND,CHA,82,77,1,0.91818386,1597.5426,1277.5063
11/26/2004,2005,LAL,SAC,106,109,0,0.6343627,1586.351,1590.6361
11/26/2004,2005,MIN,MEM,115,90,1,0.7204271,1610.6257,1546.1877
11/26/2004,2005,PHI,WAS,116,114,1,0.65267801,1426.6686,1417.0819
11/26/2004,2005,PHO,NOH,95,86,1,0.7930873,1566.637,1433.2234
11/26/2004,2005,SEA,NJN,92,79,1,0.82746154,1601.0663,1428.7216
11/26/2004,2005,UTA,HOU,90,80,1,0.65081096,1538.1475,1529.9897
11/27/2004,2005,CHA,ATL,107,92,1,0.53650904,1276.6444,1351.2301
11/27/2004,2005,CLE,CHI,96,74,1,0.8254841,1501.6804,1331.731
11/27/2004,2005,HOU,DEN,76,82,0,0.65494382,1523.3195,1511.9938
11/27/2004,2005,MEM,DAL,85,98,0,0.55166024,1536.7141,1600.6884
11/27/2004,2005,MIL,DET,96,90,1,0.46585822,1466.3864,1590.1475
11/27/2004,2005,NYK,TOR,108,102,1,0.62950444,1436.6958,1444.6095
11/27/2004,2005,ORL,PHI,105,99,1,0.61722982,1412.7581,1429.7545
11/27/2004,2005,SAS,UTA,109,76,1,0.80206025,1687.8873,1544.8177
11/28/2004,2005,LAC,GSW,103,91,1,0.68929482,1465.4869,1427.0643
11/28/2004,2005,LAL,NOH,89,76,1,0.80728155,1578.6698,1429.8291
11/28/2004,2005,MIA,BOS,106,104,1,0.7604115,1553.8801,1453.2471
11/28/2004,2005,POR,NJN,83,71,1,0.75261736,1518.5317,1425.2498
11/28/2004,2005,SAC,MIN,110,121,0,0.61070067,1598.3173,1620.0994
11/28/2004,2005,SEA,IND,103,95,1,0.64815837,1604.5381,1598.4045
11/28/2004,2005,TOR,WAS,109,114,0,0.67286038,1439.2727,1413.996
11/29/2004,2005,DEN,NOH,76,67,1,0.75681645,1523.113,1425.8905
11/29/2004,2005,LAC,CLE,94,82,1,0.59286982,1471.9969,1506.7065
11/29/2004,2005,ORL,BOS,101,117,0,0.59532243,1418.3092,1451.252
11/30/2004,2005,ATL,NYK,109,110,0,0.49563375,1338.9984,1442.0325
11/30/2004,2005,DAL,SAS,89,107,0,0.52724677,1614.6083,1695.6565
11/30/2004,2005,HOU,DET,72,93,0,0.54374278,1512.2002,1581.7267
11/30/2004,2005,MEM,SAC,93,98,0,0.55564082,1522.7942,1583.9702
11/30/2004,2005,MIA,TOR,92,94,0,0.78708649,1555.8752,1428.7476
11/30/2004,2005,MIL,LAL,90,95,0,0.48877496,1474.8071,1582.6084
11/30/2004,2005,NJN,CHA,99,86,1,0.79116684,1420.2635,1288.8761
11/30/2004,2005,POR,SEA,100,94,1,0.51883048,1523.5179,1610.427
11/30/2004,2005,UTA,PHO,102,115,0,0.59526706,1537.0486,1570.0313
12/1/2004,2005,BOS,MIL,101,100,1,0.6413492,1468.9396,1467.9705
12/1/2004,2005,CHI,LAL,92,84,1,0.28154555,1326.7048,1589.4451
12/1/2004,2005,GSW,MIN,99,107,0,0.3417252,1420.5543,1634.4464
12/1/2004,2005,LAC,IND,88,76,1,0.48343602,1481.0016,1592.5156
12/1/2004,2005,NOH,SAC,81,94,0,0.40027153,1421.8014,1592.0414
12/1/2004,2005,NYK,MEM,90,82,1,0.54493201,1446.0294,1514.723
12/1/2004,2005,ORL,TOR,129,108,1,0.58909678,1400.6216,1438.0427
12/1/2004,2005,PHO,CLE,120,101,1,0.74663323,1585.4449,1497.7019
12/1/2004,2005,SAS,PHI,105,72,1,0.90309799,1711.9642,1424.2034
12/1/2004,2005,SEA,UTA,129,119,1,0.73969465,1603.0626,1521.6349
12/1/2004,2005,WAS,NJN,95,68,1,0.63998455,1424.5211,1424.5818
12/2/2004,2005,DAL,HOU,113,106,1,0.76495206,1598.3005,1493.3094
12/2/2004,2005,DEN,CLE,73,92,0,0.68687594,1527.2021,1490.7374
12/3/2004,2005,ATL,WAS,90,114,0,0.49564341,1335.0015,1438.0288
12/3/2004,2005,BOS,TOR,91,89,1,0.69957966,1471.6222,1424.7791
12/3/2004,2005,CHI,MIA,81,105,0,0.35349381,1341.7037,1546.5801
12/3/2004,2005,LAL,GSW,97,88,1,0.81671631,1574.4462,1414.8672
12/3/2004,2005,MEM,PHI,94,86,1,0.74464893,1506.6615,1420.736
12/3/2004,2005,NYK,ORL,98,104,0,0.6914888,1454.0909,1413.8853
12/3/2004,2005,PHO,MIN,93,97,0,0.57466841,1592.4094,1640.1335
12/3/2004,2005,SAC,IND,113,87,1,0.66734964,1601.3284,1580.3822
12/3/2004,2005,SAS,DET,80,77,1,0.77496642,1715.4316,1600.6174
12/4/2004,2005,CHA,NYK,107,101,1,0.41801524,1284.5579,1442.0457
12/4/2004,2005,CLE,TOR,105,97,1,0.75224417,1515.115,1422.181
12/4/2004,2005,DAL,UTA,109,86,1,0.74339426,1601.6981,1516.917
12/4/2004,2005,DEN,MIA,104,95,1,0.56312352,1502.8246,1558.7266
12/4/2004,2005,GSW,IND,104,96,1,0.41938707,1411.9126,1568.4213
12/4/2004,2005,HOU,PHI,77,76,1,0.73048621,1489.9119,1416.6995
12/4/2004,2005,LAC,MIN,100,107,0,0.42208645,1493.135,1647.7196
12/4/2004,2005,MIL,SAS,83,104,0,0.2938709,1465.2878,1717.5789
12/4/2004,2005,NJN,ATL,109,88,1,0.75390756,1411.0741,1316.5862
12/4/2004,2005,NOH,DET,69,92,0,0.37876314,1412.5144,1598.4702
12/4/2004,2005,ORL,MEM,96,91,1,0.52190733,1425.9305,1510.698
12/4/2004,2005,SEA,POR,99,89,1,0.73464286,1607.7805,1530.8823
12/4/2004,2005,WAS,CHI,95,88,1,0.78685403,1456.4441,1329.5573
12/5/2004,2005,POR,PHO,99,121,0,0.55906379,1526.0576,1584.8234
12/5/2004,2005,SAC,BOS,119,105,1,0.79837877,1613.2893,1474.2202
12/6/2004,2005,ATL,PHI,96,92,1,0.49220353,1309.3679,1414.7859
12/6/2004,2005,CHI,SAS,75,91,0,0.15102676,1326.5219,1726.4579
12/6/2004,2005,DAL,DET,85,101,0,0.63807333,1609.7767,1611.2767
12/6/2004,2005,DEN,ORL,115,102,1,0.73639297,1511.0397,1432.5786
12/6/2004,2005,GSW,BOS,110,106,1,0.57581139,1422.955,1469.8665
12/6/2004,2005,LAC,CHA,99,93,1,0.84327918,1486.3303,1293.9924
12/6/2004,2005,NJN,TOR,88,86,1,0.64007652,1418.2924,1418.2837
12/6/2004,2005,UTA,MIA,80,100,0,0.58315939,1508.8384,1550.5115
12/7/2004,2005,CLE,NJN,103,97,1,0.75710964,1519.0123,1421.5129
12/7/2004,2005,HOU,NOH,89,81,1,0.75136721,1491.8254,1399.7079
12/7/2004,2005,IND,MIL,86,89,0,0.76076478,1557.3789,1456.4088
12/7/2004,2005,MEM,NYK,96,88,1,0.72847146,1504.0499,1432.6111
12/7/2004,2005,MIN,DAL,87,97,0,0.72017777,1654.5243,1590.3013
12/7/2004,2005,PHO,GSW,118,104,1,0.83122808,1605.0698,1428.1018
12/7/2004,2005,SAC,CHA,109,92,1,0.92056412,1617.6431,1292.0281
12/8/2004,2005,ATL,MEM,89,97,0,0.36985043,1315.8188,1508.3859
12/8/2004,2005,CHI,CLE,113,85,1,0.36105099,1323.0972,1522.2562
12/8/2004,2005,DET,TOR,90,86,1,0.86023611,1630.7522,1415.0631
12/8/2004,2005,LAL,PHO,110,113,0,0.59770513,1577.4008,1608.6238
12/8/2004,2005,MIL,MIA,96,101,0,0.49423447,1466.5447,1570.5511
12/8/2004,2005,NOH,NYK,79,86,0,0.59596318,1395.7946,1428.2751
12/8/2004,2005,PHI,MIN,84,119,0,0.32246307,1408.335,1637.3162
12/8/2004,2005,SAS,SEA,96,102,0,0.77742946,1729.8826,1612.6052
12/8/2004,2005,UTA,ORL,100,106,0,0.71744347,1488.7987,1426.9258
12/8/2004,2005,WAS,DEN,105,111,0,0.56126601,1459.4795,1516.6925
12/9/2004,2005,DAL,SEA,102,107,0,0.61361623,1607.5094,1627.1582
12/9/2004,2005,HOU,SAS,81,80,1,0.33438462,1495.7388,1715.3296
12/9/2004,2005,POR,BOS,89,87,1,0.69257563,1505.8112,1464.7196
12/10/2004,2005,CHI,PHI,88,93,0,0.58261782,1351.9653,1394.0254
12/10/2004,2005,DET,ATL,72,88,0,0.9192847,1632.1636,1309.5659
12/10/2004,2005,GSW,ORL,109,113,0,0.61977297,1424.5479,1439.672
12/10/2004,2005,MIA,MEM,92,84,1,0.71857798,1577.4851,1514.6388
12/10/2004,2005,MIL,IND,95,86,1,0.51779097,1459.6107,1547.243
12/10/2004,2005,MIN,SAC,113,105,1,0.68163007,1651.6257,1619.379
12/10/2004,2005,NJN,NOH,94,91,1,0.68266326,1418.269,1385.1946
12/10/2004,2005,PHO,CHA,115,106,1,0.92047524,1615.696,1290.2921
12/10/2004,2005,TOR,DEN,87,101,0,0.48269624,1413.6517,1525.6804
12/10/2004,2005,UTA,POR,92,87,1,0.59603578,1476.0525,1508.4807
12/10/2004,2005,WAS,NYK,106,104,1,0.65532196,1450.4916,1438.8751
12/11/2004,2005,ATL,NJN,90,95,0,0.53897768,1348.6154,1421.4758
12/11/2004,2005,CHI,MIN,99,88,1,0.22636858,1343.3666,1656.8538
12/11/2004,2005,HOU,DAL,78,102,0,0.50490588,1501.6887,1598.2797
12/11/2004,2005,IND,SAC,92,97,0,0.5341925,1537.9475,1614.151
12/11/2004,2005,LAC,LAL,87,89,0,0.52583224,1488.2947,1570.3286
12/11/2004,2005,MEM,DET,72,68,1,0.52445036,1510.1176,1593.1141
12/11/2004,2005,SAS,CLE,116,97,1,0.86044532,1709.3796,1493.3881
12/11/2004,2005,SEA,BOS,84,98,0,0.82909346,1636.3879,1462.05
12/12/2004,2005,GSW,CHA,99,87,1,0.78696364,1416.1375,1289.1371
12/12/2004,2005,LAL,ORL,105,98,1,0.78735083,1575.4843,1448.0824
12/12/2004,2005,NYK,DEN,107,96,1,0.49688956,1435.8173,1537.9786
12/12/2004,2005,PHI,MIL,107,101,1,0.54837221,1402.6241,1468.9063
12/12/2004,2005,POR,UTA,98,88,1,0.66823554,1503.0865,1481.4467
12/12/2004,2005,TOR,MIA,98,106,0,0.38597217,1401.3535,1582.0063
12/12/2004,2005,WAS,NOH,88,69,1,0.72861129,1453.5494,1381.9878
12/13/2004,2005,CHI,DAL,93,94,0,0.29275912,1363.9132,1617.136
12/13/2004,2005,LAC,BOS,127,134,0,0.63175553,1483.139,1489.3739
12/13/2004,2005,MEM,CLE,86,92,0,0.67401105,1516.0519,1489.8662
12/13/2004,2005,MIA,WAS,106,83,1,0.78744167,1588.5902,1461.0941
12/13/2004,2005,PHO,ORL,121,100,1,0.82700998,1616.8511,1445.0552
12/14/2004,2005,ATL,IND,97,108,0,0.37407964,1340.861,1530.283
12/14/2004,2005,CHA,NOH,94,93,1,0.51510328,1284.9412,1374.4431
12/14/2004,2005,DAL,GSW,107,111,0,0.84821492,1619.2441,1420.3334
12/14/2004,2005,MIL,SAC,86,89,0,0.41490591,1462.1051,1621.8156
12/14/2004,2005,MIN,POR,100,89,1,0.78691059,1636.3071,1509.3617
12/14/2004,2005,NJN,NYK,79,87,0,0.61629158,1429.2302,1446.9163
12/14/2004,2005,PHI,DEN,110,102,1,0.4749023,1409.4253,1526.8796
12/14/2004,2005,SEA,LAL,108,93,1,0.67951006,1609.0641,1578.5115
12/14/2004,2005,UTA,LAC,93,91,1,0.64472514,1475.1715,1471.6475
12/15/2004,2005,BOS,DEN,99,100,0,0.61811662,1500.8655,1517.2096
12/15/2004,2005,CLE,POR,112,88,1,0.63483751,1501.4606,1505.39
12/15/2004,2005,HOU,ATL,92,69,1,0.80801392,1482.8324,1333.1727
12/15/2004,2005,MEM,CHI,88,96,0,0.80167878,1504.4575,1361.8051
12/15/2004,2005,NOH,GSW,98,89,1,0.55179697,1370.5559,1434.4341
12/15/2004,2005,NYK,DET,93,94,0,0.45938617,1458.8961,1587.1798
12/15/2004,2005,PHO,UTA,108,86,1,0.80229372,1621.6674,1478.3422
12/15/2004,2005,SAS,ORL,94,91,1,0.89522111,1712.9015,1440.2389
12/15/2004,2005,TOR,MIN,96,90,1,0.3020367,1394.7697,1640.2788
12/15/2004,2005,WAS,MIA,93,98,0,0.44198844,1454.5957,1595.0886
12/16/2004,2005,CHI,MIL,85,77,1,0.53189284,1379.869,1457.6775
12/16/2004,2005,DET,CLE,81,69,1,0.7344442,1590.8113,1514.0901
12/16/2004,2005,SAC,LAL,99,115,0,0.71000153,1626.2432,1570.6978
12/17/2004,2005,ATL,POR,84,100,0,0.40701893,1327.39,1492.7605
12/17/2004,2005,BOS,UTA,114,106,1,0.66992289,1495.5104,1472.5466
12/17/2004,2005,HOU,GSW,100,83,1,0.71836263,1488.6151,1425.9537
12/17/2004,2005,IND,TOR,89,86,1,0.79078394,1537.9712,1406.9861
12/17/2004,2005,LAL,WAS,116,120,0,0.80375326,1593.4982,1448.5701
12/17/2004,2005,MEM,NJN,89,84,1,0.72584969,1486.3936,1417.2504
12/17/2004,2005,MIA,DEN,107,100,1,0.73649186,1601.1143,1522.5647
