date,season,home_team,away_team,home_pts,away_pts,home_win,home_win_prob,home_elo,away_elo,elo_diff,log_odds,is_upset_game,home_b2b,away_b2b,b2b_advantage,home_win_float,home_recent_wr,point_diff,month,season_odds,home_ml_prob,away_ml_prob,home_fair_prob,overround,open_spread,close_spread,open_total,close_total,prob_diff,elo_over_market,spread_implied_prob
2007-11-04,2008,LAC,SEA,115,101,1,0.75966185,1529.2542,1429.3351,99.91910000000009,1.150826505871564,0,0,0,0,1.0,0.5,14,11,2008,0.75,0.2857,0.7241,1.0357,6.0,6.5,209.5,208.0,-0.0356,1,0.05
2007-11-04,2008,LAL,UTA,119,109,1,0.52042049,1510.8944,1596.6969,-85.80250000000001,0.0817274181987569,0,0,1,1,1.0,0.4,10,11,2008,0.5349,0.5122,0.5108,1.0471,202.0,1.0,2.0,205.5,-0.0096,1,0.4286
2007-11-04,2008,MIA,CHA,88,90,0,0.64342356,1471.1282,1468.5905,2.537700000000086,0.5902545944746856,0,0,0,0,0.0,0.5,-2,11,2008,0.6154,0.4167,0.5963,1.0321,3.0,3.5,186.0,186.5,-0.0471,1,0.25
2007-11-04,2008,NYK,MIN,97,93,1,0.68641222,1418.0598,1381.9695,36.09030000000007,0.7833990269763926,0,0,0,0,1.0,0.2,4,11,2008,0.8095,0.2198,0.7865,1.0293,10.0,9.0,192.5,193.0,0.1001,0,0.05
2007-11-04,2008,TOR,BOS,95,98,0,0.81497246,1566.6542,1409.0916,157.56259999999995,1.4826496369903612,0,0,0,0,0.0,0.8,-3,11,2008,0.5556,0.4878,0.5325,1.0434,2.0,1.5,192.0,194.0,-0.2825,1,0.3929
2007-11-05,2008,DAL,HOU,107,98,1,0.70368046,1631.5699,1581.3239,50.24599999999987,0.8648859586168776,0,0,0,0,1.0,0.8,9,11,2008,0.6667,0.3704,0.6429,1.0371,5.0,4.5,190.0,189.5,-0.0608,1,0.1786
2007-11-06,2008,NJN,ATL,87,82,1,0.76043653,1511.806,1411.149,100.65700000000017,1.1550742536107843,0,0,0,0,1.0,0.8,5,11,2008,0.6552,0.3846,0.6301,1.0398,4.5,4.0,190.5,188.5,-0.1303,1,0.2143
2007-11-06,2008,MIN,ORL,103,111,0,0.47044075,1378.3925,1498.9563,-120.56380000000011,-0.1183750374529503,1,0,0,0,0.0,0.1,-8,11,2008,0.2857,0.75,0.2759,1.0357,190.0,186.5,7.0,6.5,-0.1945,1,0.05
2007-11-06,2008,SAC,SEA,104,98,1,0.64611906,1428.5874,1424.0052,4.58219999999983,0.6020232585012604,0,0,0,0,1.0,0.2,6,11,2008,0.5652,0.4762,0.5427,1.0414,3.0,2.0,204.0,208.0,-0.1034,1,0.3571
2007-11-06,2008,NYK,DEN,119,112,1,0.44014871,1421.6368,1563.4261,-141.7892999999999,-0.2405585495947804,1,0,0,0,1.0,0.3,7,11,2008,0.4167,0.6154,0.4037,1.0321,213.0,211.0,2.5,3.0,-0.0364,1,0.05
2007-11-06,2008,MIL,TOR,112,85,1,0.38541242,1374.1136,1555.1769,-181.06330000000003,-0.4666374611343193,1,0,0,0,1.0,0.3,27,11,2008,0.4167,0.6154,0.4037,1.0321,,190.0,191.0,3.0,0.0183,0,0.05
2007-11-06,2008,CHI,LAC,91,97,0,0.67363101,1560.4692,1534.584,25.88519999999994,0.724653882578611,0,0,0,0,0.0,0.7,-6,11,2008,0.802,0.2299,0.7772,1.0319,7.0,8.5,193.0,193.0,0.1036,0,0.05
2007-11-06,2008,HOU,SAS,89,81,1,0.49845058,1576.1742,1677.2509,-101.07670000000007,-0.0061977018323155,1,1,0,-1,1.0,0.7,8,11,2008,0.4651,0.5745,0.4474,1.0396,,183.5,185.0,2.0,-0.0511,1,0.05
2007-11-06,2008,GSW,CLE,104,108,0,0.60072869,1538.9005,1567.9364,-29.035900000000083,0.4085022384076039,0,0,0,0,0.0,0.8,-4,11,2008,0.5745,0.4651,0.5526,1.0396,209.0,2.0,1.0,209.5,-0.0481,1,0.3571
2007-11-06,2008,CHA,PHO,83,115,0,0.45058334,1475.364,1609.8147,-134.45069999999987,-0.1983140446216901,1,0,0,0,0.0,0.6,-32,11,2008,0.3774,0.661,0.3634,1.0384,210.0,207.0,4.0,4.0,-0.0872,1,0.05
2007-11-07,2008,UTA,CLE,103,101,1,0.6543414,1586.855,1575.9922,10.862800000000108,0.6381776479672325,0,0,1,1,1.0,0.6,2,11,2008,0.8333,0.2,0.8064,1.0333,8.0,9.0,196.0,194.5,0.1521,0,0.05
2007-11-07,2008,TOR,ORL,96,105,0,0.66765654,1528.547,1507.3606,21.18640000000005,0.6976049243808954,0,1,1,0,0.0,0.8,-9,11,2008,0.6667,0.3704,0.6429,1.0371,3.0,4.0,186.5,191.5,-0.0248,1,0.2143
2007-11-07,2008,SAS,MIA,88,78,1,0.85178918,1668.1355,1464.3546,203.7809000000002,1.748703328505343,0,1,0,-1,1.0,0.9,10,11,2008,0.9231,0.1111,0.8926,1.0342,10.5,11.5,185.5,180.5,0.0408,0,0.05
2007-11-07,2008,SEA,MEM,98,105,0,0.66562414,1418.9548,1399.3572,19.597600000000057,0.6884594642779492,0,1,0,-1,0.0,0.2,-7,11,2008,0.5238,0.5238,0.5,1.0476,1.5,,219.5,218.5,-0.1656,1,
2007-11-07,2008,IND,LAC,89,104,0,0.5041883,1449.0791,1546.1687,-97.08960000000002,0.0167535898425853,0,0,1,1,0.0,0.5,-15,11,2008,0.7436,0.2941,0.7166,1.0377,5.0,6.5,200.5,207.5,0.2124,0,0.05
2007-11-07,2008,BOS,DEN,119,93,1,0.45249218,1420.5688,1553.6805,-133.11169999999993,-0.1906062652974404,1,0,1,1,1.0,0.4,26,11,2008,0.7468,0.2899,0.7204,1.0367,5.5,6.5,203.0,202.5,0.2679,0,0.05
