date,season,home_team,away_team,home_pts,away_pts,home_win,home_win_prob,home_elo,away_elo,elo_diff,log_odds,is_upset_game,home_b2b,away_b2b,b2b_advantage,home_win_float,home_recent_wr,point_diff,month,season_odds,home_ml_prob,away_ml_prob,home_fair_prob,overround,open_spread,close_spread,open_total,close_total,prob_diff,elo_over_market,spread_implied_prob
2008-12-06,2009,CHA,CLE,74,94,0,0.32890689,1426.0673,1649.9512,-223.88390000000004,-0.7131331902831333,1,1,1,0,0.0,0.4,-20,12,2009,0.2439,0.7872,0.2365,1.0311,190.0,184.0,8.0,8.0,-0.0924,1,0.05
2008-12-06,2009,MIN,LAC,84,107,0,0.71602648,1385.3137,1324.6532,60.66049999999996,0.924836151618031,0,1,1,0,0.0,0.3,-23,12,2009,0.5455,0.5,0.5218,1.0455,3.5,1.0,194.5,193.0,-0.1942,1,0.4286
2008-12-07,2009,IND,BOS,117,122,0,0.29410586,1467.1296,1719.224,-252.09439999999995,-0.8755255137675251,1,0,0,0,0.0,0.6,-5,12,2009,0.2381,0.8,0.2294,1.0381,201.0,198.5,7.5,8.0,-0.0647,1,0.05
2008-12-07,2009,LAL,MIL,105,92,1,0.92173839,1718.6908,1390.2672,328.4236000000001,2.466204239629626,0,0,0,0,1.0,0.9,13,12,2009,0.9375,0.0952,0.9078,1.0327,13.5,14.0,208.5,211.0,-0.0139,1,0.05
2008-12-07,2009,NYK,DET,104,92,1,0.37157723,1380.5833,1571.8644,-191.28109999999992,-0.5254564127013891,1,0,0,0,1.0,0.6,12,12,2009,0.2941,0.7368,0.2853,1.0309,205.5,207.0,7.0,6.5,-0.0863,1,0.05
2008-12-07,2009,TOR,POR,97,98,0,0.48623368,1468.0303,1577.5985,-109.56820000000016,-0.0550792022882685,1,0,0,0,0.0,0.6,-1,12,2009,0.4348,0.6,0.4202,1.0348,192.0,191.5,1.5,3.0,-0.066,1,0.05
2008-12-08,2009,MIA,CHA,100,96,1,0.67497391,1443.2112,1416.2637,26.94749999999999,0.7307685791662049,0,0,0,0,1.0,0.7,4,12,2009,0.7826,0.25,0.7579,1.0326,7.5,8.0,186.5,186.0,0.0829,0,0.05
2008-12-08,2009,OKC,GSW,102,112,0,0.40005934,1275.8623,1446.2559,-170.3936000000001,-0.4052178658868414,1,0,0,0,0.0,0.1,-10,12,2009,0.5238,0.5238,0.5,1.0476,4.5,,218.0,220.0,0.0999,0,
2008-12-08,2009,LAC,ORL,88,95,0,0.29602057,1354.3441,1604.8394,-250.49530000000004,-0.8663201932489023,1,0,0,0,0.0,0.2,-7,12,2009,0.3922,0.6364,0.3813,1.0286,193.5,193.5,4.5,4.0,0.0853,0,0.05
2008-12-08,2009,MEM,HOU,109,97,1,0.23704855,1328.36,1631.4238,-303.0638000000001,-1.1689294276879303,1,0,0,0,1.0,0.4,12,12,2009,0.2941,0.7368,0.2853,1.0309,192.0,190.0,7.0,6.5,0.0483,0,0.05
2008-12-09,2009,CHI,NYK,105,100,1,0.72198099,1462.1409,1396.3604,65.78050000000007,0.9543093126617228,0,0,0,0,1.0,0.7,5,12,2009,0.7674,0.2703,0.7395,1.0377,8.5,7.5,213.0,217.0,0.0175,0,0.05
2008-12-09,2009,CLE,TOR,114,94,1,0.84576392,1659.7548,1464.1295,195.62529999999992,1.7017558442047058,0,0,0,0,1.0,1.0,20,12,2009,0.9,0.1333,0.871,1.0333,11.0,12.5,193.0,197.0,0.0252,0,0.05
2008-12-09,2009,DAL,SAS,126,133,0,0.63927007,1592.4426,1593.0417,-0.5990999999999076,0.5721974450629609,0,0,0,0,0.0,0.6,-7,12,2009,0.4651,0.5745,0.4474,1.0396,1.5,191.5,189.0,2.5,-0.1919,1,0.05
2008-12-09,2009,HOU,ATL,92,84,1,0.75834644,1610.2242,1511.5544,98.66980000000012,1.1436351917128469,0,1,0,-1,1.0,0.7,8,12,2009,0.6774,0.3636,0.6507,1.041,6.5,5.0,195.0,190.5,-0.1076,1,0.1429
2008-12-09,2009,MIN,UTA,96,99,0,0.33577549,1355.6228,1574.1292,-218.5064,-0.6821774591983738,1,0,0,0,0.0,0.3,-3,12,2009,0.3125,0.7222,0.302,1.0347,197.0,196.5,4.0,6.5,-0.0338,1,0.05
2008-12-09,2009,PHO,MIL,125,110,1,0.81743062,1549.248,1388.8389,160.40910000000008,1.499035760029037,0,0,0,0,1.0,0.5,15,12,2009,0.7297,0.303,0.7066,1.0327,7.0,6.5,205.0,206.0,-0.1108,1,0.05
2008-12-09,2009,POR,ORL,108,109,0,0.60245383,1581.4993,1609.2848,-27.78549999999996,0.4156999509149178,0,0,1,1,0.0,1.0,-1,12,2009,0.6667,0.3704,0.6429,1.0371,5.5,4.5,187.0,188.0,0.0404,0,0.1786
2008-12-09,2009,SAC,LAL,113,101,1,0.20071603,1380.0715,1720.1191,-340.0475999999999,-1.3818251675675903,1,0,0,0,1.0,0.2,12,12,2009,0.1333,0.9,0.129,1.0333,214.0,212.0,13.0,12.0,-0.0717,1,0.05
2008-12-09,2009,WAS,DET,107,94,1,0.45742074,1426.4283,1556.0873,-129.65899999999988,-0.1707305541632523,1,0,0,0,1.0,0.2,13,12,2009,0.3571,0.6875,0.3419,1.0446,195.0,194.0,4.5,5.5,-0.1155,1,0.05
2008-12-10,2009,TOR,IND,101,88,1,0.63554889,1460.0431,1463.4392,-3.396099999999933,0.5560966029676743,0,1,0,-1,1.0,0.5,13,12,2009,0.6078,0.4255,0.5882,1.0333,4.0,3.0,209.0,210.5,-0.0473,1,0.2857
2008-12-10,2009,SAS,ATL,95,89,1,0.75653696,1604.7271,1507.7682,96.95890000000009,1.1337862399496288,0,1,1,0,1.0,0.6,6,12,2009,0.7297,0.303,0.7066,1.0327,8.5,6.5,188.5,189.0,-0.0499,1,0.05
2008-12-10,2009,PHI,CLE,93,101,0,0.36154574,1465.0546,1663.8412,-198.7866000000001,-0.5686614758755925,1,0,1,1,0.0,0.5,-8,12,2009,0.2941,0.7368,0.2853,1.0309,186.5,186.5,6.5,6.5,-0.0762,1,0.05
2008-12-10,2009,OKC,MEM,102,108,0,0.52651548,1268.0017,1349.5596,-81.55790000000002,0.1061615113613274,0,0,0,0,0.0,0.1,-6,12,2009,0.4762,0.5652,0.4573,1.0414,203.0,2.0,2.0,201.0,-0.0692,1,0.3571
2008-12-10,2009,LAL,PHO,115,110,1,0.8027088,1697.0967,1553.3165,143.78020000000015,1.4033111931035362,0,1,1,0,1.0,0.9,5,12,2009,0.9524,0.0769,0.9253,1.0293,12.5,13.5,216.0,216.0,0.1226,0,0.05
2008-12-10,2009,GSW,MIL,119,96,1,0.72608203,1454.1165,1384.7704,69.34609999999998,0.9748343117689914,0,0,1,1,1.0,0.4,23,12,2009,0.5556,0.4878,0.5325,1.0434,2.5,1.5,220.5,219.5,-0.1936,1,0.3929
2008-12-10,2009,DEN,MIN,116,105,1,0.88558871,1607.6987,1352.1935,255.50519999999983,2.046452861266152,0,0,1,1,1.0,0.7,11,12,2009,0.9375,0.0952,0.9078,1.0327,12.0,13.0,204.0,207.5,0.0222,0,0.05
2008-12-10,2009,NJN,NYK,109,121,0,0.75719064,1490.4814,1392.9055,97.57589999999982,1.13733844511967,0,0,1,1,0.0,0.5,-12,12,2009,0.7778,0.2564,0.7521,1.0342,9.0,7.5,217.0,214.5,-0.0051,1,0.05
2008-12-11,2009,DAL,CHA,95,90,1,0.82691836,1580.7573,1409.0726,171.68470000000002,1.563942575415439,0,0,1,1,1.0,0.5,5,12,2009,0.9375,0.0909,0.9116,1.0284,12.5,13.5,190.0,192.0,0.0847,0,0.05
2008-12-11,2009,UTA,POR,97,88,1,0.6416918,1577.5585,1576.3306,1.2279000000000906,0.5827146134280942,0,0,0,0,1.0,0.7,9,12,2009,0.6,0.4348,0.5798,1.0348,3.0,3.0,193.5,194.0,-0.0619,1,0.2857
2008-12-11,2009,WAS,BOS,88,122,0,0.2587136,1440.0477,1722.9144,-282.8666999999998,-1.0526653983394962,1,0,0,0,0.0,0.3,-34,12,2009,0.2,0.8571,0.1892,1.0571,197.0,196.0,9.0,10.0,-0.0695,1,0.05
2008-12-12,2009,POR,LAC,112,120,0,0.86317885,1569.8777,1349.8987,219.97900000000004,1.8419473059799245,0,1,0,-1,0.0,0.9,-8,12,2009,0.8077,0.2299,0.7784,1.0376,9.5,8.5,188.0,190.5,-0.0848,1,0.05
2008-12-12,2009,PHO,ORL,113,112,1,0.55239147,1550.9929,1614.4535,-63.46060000000011,0.2103379440228035,0,0,0,0,1.0,0.6,1,12,2009,0.5833,0.4545,0.5621,1.0378,1.0,2.5,211.0,208.5,0.0097,0,0.3214
2008-12-12,2009,NJN,TOR,79,101,0,0.64167887,1469.5516,1468.3335,1.2181000000000497,0.5826583777641694,0,0,0,0,0.0,0.4,-22,12,2009,0.6,0.4348,0.5798,1.0348,3.5,3.0,207.0,206.0,-0.0619,1,0.2857
2008-12-12,2009,MIN,SAS,86,98,0,0.28739494,1350.2318,1607.9797,-257.7479000000001,-0.90806998794155,1,0,0,0,0.0,0.2,-12,12,2009,0.241,0.7917,0.2334,1.0327,190.5,192.5,7.0,8.0,-0.054,1,0.05
2008-12-12,2009,MIA,ATL,73,87,0,0.56075686,1446.9434,1504.5155,-57.57209999999986,0.2442342952491663,0,0,0,0,0.0,0.7,-14,12,2009,0.5652,0.4762,0.5427,1.0414,2.5,2.0,195.5,191.5,-0.0181,1,0.3571
2008-12-12,2009,GSW,HOU,108,119,0,0.42687896,1462.8339,1614.0105,-151.1766,-0.2945964282418543,1,0,0,0,0.0,0.4,-11,12,2009,0.4762,0.5652,0.4573,1.0414,216.5,212.0,3.0,2.0,0.0304,0,0.05
2008-12-12,2009,LAL,SAC,112,103,1,0.90732801,1699.4203,1403.094,296.32629999999995,2.2814377473100595,0,0,0,0,1.0,0.9,9,12,2009,0.973,0.0417,0.9589,1.0147,16.5,17.0,215.0,214.0,0.0516,0,0.05
2008-12-12,2009,DET,IND,114,110,1,0.74617124,1542.4679,1455.1488,87.31910000000016,1.0782952477255463,0,0,0,0,1.0,0.6,4,12,2009,0.7101,0.3279,0.6841,1.038,7.0,5.5,200.0,200.5,-0.0621,1,0.1071
2008-12-12,2009,CLE,PHI,88,72,1,0.85692763,1669.9255,1458.9702,210.95530000000008,1.7900028761428954,0,0,0,0,1.0,1.0,16,12,2009,0.8667,0.1739,0.8329,1.0406,10.5,10.5,190.5,189.0,-0.024,1,0.05
2008-12-12,2009,MEM,CHI,103,96,1,0.48881799,1357.8243,1465.5957,-107.77140000000009,-0.0447355010954376,1,0,0,0,1.0,0.5,7,12,2009,0.4348,0.6,0.4202,1.0348,201.5,200.5,2.0,3.0,-0.0686,1,0.05
2008-12-13,2009,MIL,IND,121,103,1,0.53404909,1376.053,1452.3566,-76.30359999999996,0.1364074761987943,0,0,1,1,1.0,0.5,18,12,2009,0.6429,0.3876,0.6239,1.0305,4.5,4.0,207.5,205.0,0.0899,0,0.2143
2008-12-13,2009,SAC,NYK,90,114,0,0.62385172,1401.7242,1413.8353,-12.111099999999851,0.505929281915834,0,1,0,-1,0.0,0.2,-24,12,2009,0.5556,0.4878,0.5325,1.0434,2.5,1.5,219.0,218.5,-0.0914,1,0.3929
2008-12-13,2009,UTA,ORL,94,103,0,0.60363752,1584.0114,1610.9379,-26.926499999999805,0.4206447367007206,0,0,1,1,0.0,0.7,-9,12,2009,0.8,0.2353,0.7727,1.0353,5.5,7.5,199.0,202.0,0.1691,0,0.05
2008-12-13,2009,LAC,HOU,95,82,1,0.29412758,1370.9656,1623.0417,-252.0761,-0.8754208955751741,1,1,1,0,1.0,0.2,13,12,2009,0.3922,0.6364,0.3813,1.0286,192.0,191.0,4.0,4.0,0.0872,0,0.05
2008-12-13,2009,PHI,WAS,104,89,1,0.67442966,1455.7488,1429.2321,26.516700000000128,0.7282888458699157,0,1,0,-1,1.0,0.4,15,12,2009,0.6923,0.3509,0.6636,1.0432,5.5,5.5,196.5,195.5,-0.0108,1,0.1071
2008-12-13,2009,DAL,OKC,103,99,1,0.91946554,1582.7584,1259.7369,323.02149999999983,2.435107386674526,0,0,0,0,1.0,0.6,4,12,2009,0.9286,0.1053,0.8982,1.0339,12.5,13.0,206.0,204.5,-0.0213,1,0.05
2008-12-13,2009,CHI,NJN,113,104,1,0.65561414,1456.941,1445.0999,11.841100000000097,0.6438096969625056,0,1,1,0,1.0,0.7,9,12,2009,0.6552,0.3774,0.6345,1.0326,4.5,4.5,207.5,204.5,-0.0211,1,0.1786
2008-12-13,2009,CHA,DET,86,90,0,0.44526246,1407.0715,1545.2601,-138.18859999999995,-0.219831196738578,1,0,1,1,0.0,0.4,-4,12,2009,0.4878,0.5556,0.4675,1.0434,186.5,184.0,1.5,1.5,0.0222,0,0.05
2008-12-13,2009,ATL,CLE,97,92,1,0.42332894,1519.4469,1673.147,-153.70010000000002,-0.309122506247975,1,1,1,0,1.0,0.7,5,12,2009,0.4,0.6296,0.3885,1.0296,192.0,187.0,5.0,4.0,-0.0348,1,0.05
2008-12-13,2009,DEN,GSW,123,105,1,0.81348801,1609.6604,1453.8026,155.8578,1.472835655844232,0,0,1,1,1.0,0.8,18,12,2009,0.9677,0.0625,0.9393,1.0302,14.5,15.5,226.0,230.0,0.1258,0,0.05
2008-12-14,2009,LAL,MIN,98,86,1,0.93263,1700.79,1344.293,356.49700000000007,2.62780872217297,0,0,0,0,1.0,0.9,12,12,2009,0.9722,0.0541,0.9473,1.0263,15.5,15.5,209.0,210.0,0.0147,0,0.05
2008-12-14,2009,MEM,MIA,102,86,1,0.54943997,1366.479,1432.012,-65.5329999999999,0.1984082007751732,0,0,0,0,1.0,0.5,16,12,2009,0.4762,0.5652,0.4573,1.0414,194.5,193.5,1.0,2.0,-0.0921,1,0.05
2008-12-14,2009,SAS,OKC,109,104,1,0.93206561,1613.9186,1258.9758,354.94280000000003,2.6188608080187548,0,0,1,1,1.0,0.7,5,12,2009,0.9722,0.0541,0.9473,1.0263,15.5,16.5,197.5,196.5,0.0152,0,0.05
2008-12-15,2009,WAS,IND,98,118,0,0.61701286,1421.2712,1438.4272,-17.156000000000176,0.476888452271382,0,0,0,0,0.0,0.3,-20,12,2009,0.5238,0.5,0.5116,1.0238,2.0,1.0,210.0,212.0,-0.1054,1,0.4286
2008-12-15,2009,TOR,NJN,87,94,0,0.69773293,1484.2654,1438.946,45.31940000000009,0.8365254401321788,0,1,0,-1,0.0,0.4,-7,12,2009,0.6429,0.3846,0.6257,1.0275,5.0,4.5,202.0,203.5,-0.072,1,0.1786
2008-12-15,2009,SAC,MIN,118,103,1,0.6833027,1376.7321,1343.1445,33.58759999999984,0.7689915219437251,0,0,1,1,1.0,0.1,15,12,2009,0.6429,0.3846,0.6257,1.0275,4.0,4.5,203.0,200.0,-0.0576,1,0.1786
2008-12-15,2009,PHO,NYK,111,103,1,0.77583539,1554.5085,1438.8275,115.6809999999998,1.2415597188869814,0,0,0,0,1.0,0.6,8,12,2009,0.8077,0.2326,0.7764,1.0403,9.0,8.5,223.0,226.0,0.0006,0,0.05
2008-12-15,2009,MIA,MIL,83,98,0,0.67844176,1419.6835,1389.9823,29.7012000000002,0.7466199579498757,0,1,0,-1,0.0,0.6,-15,12,2009,0.6154,0.4167,0.5963,1.0321,5.0,3.5,197.0,197.5,-0.0821,1,0.25
2008-12-15,2009,DAL,DEN,88,98,0,0.59821171,1583.5195,1614.3765,-30.85699999999997,0.3980194108047434,0,0,0,0,0.0,0.7,-10,12,2009,0.5833,0.4545,0.5621,1.0378,2.0,2.5,209.0,210.5,-0.0361,1,0.3214
2008-12-15,2009,BOS,UTA,100,91,1,0.82265544,1738.0903,1571.5303,166.56000000000017,1.5344429370075123,0,0,0,0,1.0,0.9,9,12,2009,0.8571,0.1818,0.825,1.0389,8.5,10.0,193.5,191.0,0.0023,0,0.05
2008-12-15,2009,ATL,CHA,83,79,1,0.78630751,1527.9277,1401.6064,126.32130000000006,1.3028099263500352,0,0,0,0,1.0,0.8,4,12,2009,0.8148,0.2273,0.7819,1.0421,7.5,8.5,181.5,185.5,-0.0044,1,0.05
2008-12-15,2009,GSW,ORL,98,109,0,0.3946299,1449.0865,1623.4189,-174.3324,-0.4278916445334943,1,0,0,0,0.0,0.4,-11,12,2009,0.4,0.6296,0.3885,1.0296,221.5,221.0,1.5,4.0,-0.0061,1,0.05
2008-12-16,2009,CHA,CHI,110,101,1,0.55194104,1399.3179,1463.0948,-63.77690000000007,0.2085163958478967,0,1,0,-1,1.0,0.4,9,12,2009,0.4255,0.6078,0.4118,1.0333,189.5,188.0,2.0,3.0,-0.1401,1,0.05
2008-12-16,2009,HOU,DEN,108,96,1,0.60742581,1603.348,1627.5194,-24.17139999999995,0.4365045032840648,0,0,1,1,1.0,0.7,12,12,2009,0.6296,0.4,0.6115,1.0296,3.0,4.0,200.0,201.0,0.0041,0,0.2143
2008-12-16,2009,LAL,NYK,116,114,1,0.89189243,1701.9385,1435.356,266.5825,2.1102187719420824,0,0,1,1,1.0,1.0,2,12,2009,0.913,0.1176,0.8859,1.0306,13.0,13.0,225.0,221.0,-0.006,1,0.05
2008-12-16,2009,OKC,LAC,88,98,0,0.45352942,1258.2748,1390.6593,-132.38450000000012,-0.1864203338522299,1,0,0,0,0.0,0.0,-10,12,2009,0.3704,0.6667,0.3571,1.0371,198.0,199.5,4.5,5.0,-0.0964,1,0.05
2008-12-16,2009,POR,SAC,109,77,1,0.8208124,1548.8108,1384.4364,164.37439999999992,1.521861274216049,0,0,1,1,1.0,0.8,32,12,2009,0.9,0.1333,0.871,1.0333,11.5,12.0,199.0,200.0,0.0502,0,0.05
2008-12-17,2009,TOR,DAL,86,96,0,0.50087029,1470.9813,1570.3766,-99.39530000000012,0.0034811615120483,0,0,0,0,0.0,0.4,-10,12,2009,0.4545,0.5833,0.4379,1.0378,198.0,198.0,1.0,2.5,-0.063,1,0.05
2008-12-17,2009,PHI,MIL,93,88,1,0.70738536,1463.7096,1410.3656,53.343999999999824,0.8827190561243898,0,0,0,0,1.0,0.4,5,12,2009,0.6226,0.4082,0.604,1.0308,4.5,3.5,193.5,193.0,-0.1034,1,0.25
2008-12-17,2009,NJN,UTA,92,103,0,0.47633782,1452.2301,1568.6846,-116.45450000000004,-0.0947194752775745,1,0,0,0,0.0,0.4,-11,12,2009,0.4651,0.5745,0.4474,1.0396,199.5,199.0,2.5,2.5,-0.0289,1,0.05
2008-12-17,2009,DET,WAS,88,74,1,0.80929899,1550.7252,1399.6228,151.1024,1.4454616143957524,0,0,0,0,1.0,0.6,14,12,2009,0.8571,0.1818,0.825,1.0389,9.5,9.5,199.0,200.0,0.0157,0,0.05
2008-12-17,2009,IND,GSW,127,120,1,0.66510439,1460.0757,1440.8835,19.192200000000184,0.6861251314701095,0,0,0,0,1.0,0.5,7,12,2009,0.7222,0.3125,0.698,1.0347,7.5,6.0,229.0,226.5,0.0329,0,0.0714
2008-12-17,2009,CHI,LAC,115,109,1,0.70909727,1454.6178,1399.8346,54.78320000000008,0.8910037567889318,0,1,1,0,1.0,0.7,6,12,2009,0.5652,0.4762,0.5427,1.0414,5.5,2.0,198.5,194.5,-0.1664,1,0.3571
2008-12-17,2009,ATL,BOS,85,88,0,0.34584492,1530.2163,1740.936,-210.71969999999988,-0.6373539837684034,1,0,0,0,0.0,0.9,-3,12,2009,0.4,0.6296,0.3885,1.0296,186.0,186.5,5.0,4.5,0.0427,0,0.05
2008-12-17,2009,MIN,CLE,70,93,0,0.21089639,1335.4402,1664.6661,-329.2258999999999,-1.3195306613947604,1,0,0,0,0.0,0.1,-23,12,2009,0.1739,0.8667,0.1671,1.0406,188.0,188.5,9.5,10.0,-0.0438,1,0.05
2008-12-18,2009,ORL,SAS,90,78,1,0.66921115,1631.6219,1609.217,22.4049,0.7046193712217802,0,0,1,1,1.0,0.8,12,12,2009,0.5833,0.4545,0.5621,1.0378,3.5,2.5,192.5,192.0,-0.1071,1,0.3214
2008-12-18,2009,POR,PHO,124,119,1,0.63688982,1555.5905,1557.9801,-2.389599999999973,0.5618903564437885,0,0,0,0,1.0,0.8,5,12,2009,0.6429,0.3846,0.6257,1.0275,5.0,4.5,202.0,203.5,-0.0112,1,0.1786
2008-12-19,2009,WAS,PHI,103,109,0,0.54043686,1395.538,1467.3781,-71.8400999999999,0.1621014677338948,0,0,0,0,0.0,0.2,-6,12,2009,0.4831,0.5392,0.4726,1.0223,191.0,194.0,1.0,1.5,-0.0678,1,0.05
2008-12-19,2009,OKC,TOR,91,83,1,0.34485391,1249.0995,1460.5807,-211.48119999999997,-0.641737372384218,1,0,0,0,1.0,0.0,8,12,2009,0.3226,0.7143,0.3111,1.0369,201.0,199.5,6.0,6.0,-0.0338,1,0.05
2008-12-19,2009,NYK,MIL,81,105,0,0.67611378,1434.5481,1406.6971,27.850999999999885,0.7359690911245791,0,0,0,0,0.0,0.6,-24,12,2009,0.6552,0.3774,0.6345,1.0326,2.5,5.0,214.5,216.0,-0.0416,1,0.1429
2008-12-19,2009,NJN,DAL,121,97,1,0.44424957,1441.8761,1580.7772,-138.90110000000004,-0.2239328292617445,1,0,0,0,1.0,0.4,24,12,2009,0.4167,0.6154,0.4037,1.0321,198.5,199.0,4.5,3.5,-0.0405,1,0.05
2008-12-19,2009,MIA,LAL,89,87,1,0.23665074,1399.3002,1702.7463,-303.4461000000001,-1.1711302902732084,1,0,0,0,1.0,0.5,2,12,2009,0.2439,0.7917,0.2355,1.0356,205.0,203.0,7.0,8.0,-0.0012,1,0.05
2008-12-19,2009,MEM,CHA,83,112,0,0.59431255,1374.1243,1407.7949,-33.67060000000015,0.3818223214194252,0,0,0,0,0.0,0.5,-29,12,2009,0.6226,0.4082,0.604,1.0308,3.0,4.0,184.5,182.5,0.0097,0,0.2143
2008-12-19,2009,IND,LAC,109,117,0,0.72613078,1465.22,1395.8313,69.38869999999997,0.9750794395171678,0,0,0,0,0.0,0.5,-8,12,2009,0.4167,0.6154,0.4037,1.0321,3.0,202.5,207.0,3.5,-0.3224,1,0.05
2008-12-19,2009,HOU,SAC,107,96,1,0.87262982,1611.9617,1377.6567,234.3050000000001,1.924413776181848,0,0,0,0,1.0,0.7,11,12,2009,0.9333,0.0909,0.9112,1.0242,13.0,13.0,201.0,204.5,0.0386,0,0.05
2008-12-19,2009,DET,UTA,114,120,0,0.60734743,1554.8101,1579.0386,-24.228500000000167,0.4361758220242699,0,0,0,0,0.0,0.6,-6,12,2009,0.6154,0.4167,0.5963,1.0321,2.5,3.5,192.0,191.0,-0.011,1,0.25
2008-12-19,2009,DEN,CLE,88,105,0,0.56835836,1618.9058,1671.1062,-52.200399999999945,0.2751564260030358,0,0,0,0,0.0,0.8,-17,12,2009,0.5652,0.4762,0.5427,1.0414,1.0,2.0,197.0,197.0,-0.0257,1,0.3571
2008-12-19,2009,BOS,CHI,126,108,1,0.9021399,1744.4884,1458.6211,285.8672999999999,2.221230689867068,0,0,0,0,1.0,0.9,18,12,2009,0.9048,0.129,0.8752,1.0338,12.5,12.0,195.5,196.0,-0.0269,1,0.05
2008-12-19,2009,ATL,GSW,115,99,1,0.75008219,1526.6639,1435.7393,90.92460000000004,1.0990506793826968,0,0,0,0,1.0,0.8,16,12,2009,0.875,0.1667,0.84,1.0417,10.0,11.0,212.5,217.0,0.0899,0,0.05
2008-12-20,2009,SAS,TOR,107,97,1,0.81246257,1602.2054,1447.5193,154.68610000000012,1.466091387963787,0,0,1,1,1.0,0.8,10,12,2009,0.8571,0.2,0.8108,1.0571,10.5,10.0,187.5,185.0,-0.0017,1,0.05
2008-12-20,2009,PHO,DEN,108,101,1,0.57378173,1553.2396,1601.5938,-48.35419999999999,0.2972974743873949,0,0,1,1,1.0,0.6,7,12,2009,0.7059,0.3333,0.6793,1.0392,4.5,6.0,222.0,222.0,0.1055,0,0.0714
2008-12-20,2009,PHI,IND,94,95,0,0.67372721,1475.9288,1449.9675,25.961299999999937,0.7250914823798917,0,1,1,0,0.0,0.5,-1,12,2009,0.875,0.1667,0.84,1.0417,10.5,10.5,198.0,201.0,0.1663,0,0.05
2008-12-20,2009,ORL,LAL,106,103,1,0.56397301,1638.6335,1693.9355,-55.302000000000135,0.2573022483468193,0,0,1,1,1.0,0.8,3,12,2009,0.4878,0.5556,0.4675,1.0434,205.5,206.0,1.5,1.5,-0.0965,1,0.05
2008-12-20,2009,MIN,HOU,102,109,0,0.25617382,1329.0001,1614.1748,-285.17470000000003,-1.0659511814007596,1,0,1,1,0.0,0.1,-7,12,2009,0.3333,0.7059,0.3207,1.0392,192.0,192.0,6.5,5.0,0.0645,0,0.05
2008-12-20,2009,MIL,LAC,119,85,1,0.67081338,1434.7476,1411.0837,23.66390000000001,0.7118661490535684,0,1,1,0,1.0,0.6,34,12,2009,0.7059,0.3333,0.6793,1.0392,4.5,5.5,193.0,193.0,0.0085,0,0.1071
2008-12-20,2009,CHI,UTA,106,98,1,0.45308745,1456.3433,1589.0376,-132.6943000000001,-0.1882037662306819,1,1,1,0,1.0,0.7,8,12,2009,0.4545,0.5833,0.4379,1.0378,,203.5,199.0,2.5,-0.0152,1,0.05
2008-12-20,2009,CHA,GSW,103,110,0,0.6465767,1434.5732,1429.6433,4.929900000000089,0.604025338501185,0,1,1,0,0.0,0.4,-7,12,2009,0.7222,0.3125,0.698,1.0347,8.5,6.0,208.0,207.5,0.0514,0,0.0714
2008-12-20,2009,NJN,MIA,103,106,0,0.70950717,1463.2395,1408.111,55.1284999999998,0.8929917044109604,0,1,1,0,0.0,0.4,-3,12,2009,0.6491,0.3774,0.6323,1.0265,3.0,5.0,195.5,195.0,-0.0772,1,0.1429
2008-12-21,2009,ATL,DET,85,78,1,0.62393266,1532.7599,1544.811,-12.051099999999906,0.5062742201213933,0,0,0,0,1.0,0.8,7,12,2009,0.6667,0.3704,0.6429,1.0371,3.5,4.5,186.5,187.0,0.019,0,0.1786
2008-12-21,2009,BOS,NYK,124,105,1,0.92651778,1746.7662,1406.4977,340.26850000000013,2.534389750241224,0,0,0,0,1.0,1.0,19,12,2009,0.9375,0.0952,0.9078,1.0327,14.5,13.0,209.0,208.5,-0.0187,1,0.05
2008-12-21,2009,OKC,CLE,91,102,0,0.13260862,1262.1609,1688.4182,-426.2573,-1.8780882115794413,1,0,0,0,0.0,0.1,-11,12,2009,0.0952,0.9375,0.0922,1.0327,191.0,194.5,13.5,13.0,-0.0404,1,0.05
2008-12-21,2009,WAS,DAL,86,97,0,0.39725372,1386.9872,1559.4138,-172.4266,-0.4169211772352331,1,0,0,0,0.0,0.2,-11,12,2009,0.3125,0.7222,0.302,1.0347,200.5,201.0,6.0,6.5,-0.0953,1,0.05
2008-12-22,2009,LAC,TOR,75,97,0,0.57490355,1396.7288,1444.2858,-47.557000000000016,0.3018862008910931,0,0,0,0,0.0,0.3,-22,12,2009,0.4878,0.5556,0.4675,1.0434,2.5,189.5,192.0,1.0,-0.1074,1,0.05
2008-12-22,2009,DEN,POR,97,89,1,0.68428409,1594.7069,1560.3309,34.375999999999976,0.7735303742445967,0,0,0,0,1.0,0.7,8,12,2009,0.6,0.4348,0.5798,1.0348,3.5,3.0,202.0,199.0,-0.1045,1,0.2857
2008-12-22,2009,MEM,LAL,96,105,0,0.19902681,1347.3459,1689.2285,-341.8825999999999,-1.3923879378268411,1,0,0,0,0.0,0.5,-9,12,2009,0.125,0.9091,0.1209,1.0341,203.5,206.5,10.5,12.0,-0.0781,1,0.05
2008-12-22,2009,NJN,HOU,91,114,0,0.40927705,1454.1824,1617.929,-163.74660000000017,-0.3669548168755597,1,0,0,0,0.0,0.4,-23,12,2009,0.3333,0.7059,0.3207,1.0392,197.5,198.0,3.5,6.5,-0.0886,1,0.05
